student_id,quiz_id,subject,score,date,feedback
S0265,6ed46a7e-5b7f-4ba1-ad8b-3abfc21777e2,Science,72,2025-01-24,Good progress
S0265,8b5c270c-cc50-456b-8ec3-2d3b0ad72622,Social Science,81,2025-03-16,Good progress
S0266,76f2b9cc-6059-4b5f-b46e-50a77d7cb761,Computer Science,87,2024-12-25,Good progress
S0266,721992c6-eb87-490e-9d85-e239dc6ec5c8,Social Science,75,2025-02-17,Below average
S0266,08d8ef73-3c38-4b26-9911-8fbad52ea33d,Social Science,47,2024-11-26,Needs improvement
S0266,35391175-8856-4513-b484-87b97ab3a02c,Computer Science,62,2024-12-07,Excellent
S0266,3489f13d-6ac8-4874-923a-782bcabaaefc,History,83,2024-11-27,Good progress
S0266,7e3dccfd-1efe-48e8-ae76-6c5da6a73661,Science,76,2025-01-06,Excellent
S0267,1263089f-bedf-45a3-b251-6d4c1a7d4be2,Social Science,49,2025-04-05,Needs improvement
S0267,7a358e08-d260-4516-8b3a-a615337e7e43,History,56,2025-04-12,Good progress
S0267,7f9c309e-cc30-46ce-8bd1-1e3043c5ebe6,History,57,2024-12-20,Needs improvement
S0267,222f7d3d-759c-4e75-ad30-57ee220f0d10,English,85,2025-03-02,Good progress
S0268,6dc05062-a77d-4959-97f2-236a63e04a2f,Computer Science,71,2025-02-05,Excellent
S0268,b77b7854-21bf-4a58-a447-6e310ac7b9a6,Social Science,53,2025-03-12,Excellent
S0268,007b945f-4f54-41cc-8295-ec0b2690edd3,Computer Science,69,2025-04-25,Excellent
S0268,dcff65bc-c01b-49b0-a382-2f6a7f41ca76,Science,61,2025-03-07,Needs improvement
S0268,cf10f232-2af1-48b0-8e59-eb5dfeb64161,Social Science,58,2025-01-12,Excellent
S0268,f3c25938-384a-49b4-9df4-08eff32997de,Science,63,2025-03-09,Needs improvement
S0269,277a127b-9365-4169-93d2-6c9730287d98,Social Science,40,2024-11-30,Excellent
S0269,37f7f22d-b3b8-4c83-90ec-b8fe73b30348,Social Science,83,2024-12-03,Good progress
S0269,50964c68-ad84-4ca4-9998-f8ba7fa9a4fd,Social Science,81,2025-04-01,Good progress
S0269,6884ec29-6e26-469a-911a-4dcab2ac40c8,Math,69,2024-12-25,Below average
S0269,68b50f31-9ec6-4558-8bf0-e493be0c83b9,Science,90,2024-12-22,Needs improvement
S0269,ac1d7a3f-df25-4c8a-9e58-7d6ecba0fdc6,Social Science,98,2025-05-17,Below average
S0270,fc30743f-8ce8-4c65-8475-aec35a54d743,Computer Science,82,2024-12-05,Good progress
S0270,6e503da7-1275-4344-b185-de77bd58d07b,English,44,2024-12-28,Excellent
S0270,d1c9432f-fa2d-45fd-a946-8980e9fad452,Computer Science,98,2025-01-31,Excellent
S0270,12ea20f0-04a3-47f5-b818-0df9e0c31b73,Social Science,49,2025-02-09,Excellent
S0271,bbcbf0b2-979d-4899-9d2e-c4fcc979f26b,Science,76,2025-05-05,Excellent
S0271,1bedc7d0-a42a-4149-bfca-12d9f7f12375,Computer Science,63,2024-12-04,Excellent
S0271,b2ac18e3-0d24-4d59-8d72-d7277dca2ae4,History,88,2025-01-11,Needs improvement
S0271,1d8c1ed7-f606-4fa8-9e1f-8827cccd640c,Math,41,2025-05-07,Good progress
S0272,2cf69f89-4ece-4e6c-b132-8831f50e66d1,Computer Science,53,2024-12-28,Below average
S0272,dacfe228-bc13-455d-a60d-7643bf019e5e,Science,96,2025-01-12,Below average
S0272,deb9ca25-b199-4266-8621-3f92edf292b9,Social Science,92,2025-05-15,Good progress
S0272,2ab58294-fb93-40f8-84cd-1bf00ba19e29,Math,61,2025-05-03,Excellent
S0272,6061c8c9-c5d2-49fb-8f51-8fb73e597a82,English,100,2025-02-23,Excellent
S0272,78f49677-b571-4285-883c-eb377c8faa7c,History,44,2025-05-20,Below average
S0272,4845291e-f35f-4395-bece-9c3417925ee0,Math,76,2024-12-02,Good progress
S0272,9f12d458-9e9d-4a0b-b315-f53dd055598a,Math,69,2025-03-30,Excellent
S0273,3dcb64bb-701e-4c11-ab80-a6b21a00264f,Economics,53,2025-01-25,Needs improvement
S0273,d06c230a-8c19-4749-ac2e-12209fd27b4b,Science,50,2025-02-20,Below average
S0273,18def4a5-2033-4c25-a37d-130d141564bd,Math,62,2025-04-08,Excellent
S0273,7032b6a2-f36f-409e-923a-ef6f6c8e69fb,English,56,2025-04-05,Below average
S0273,769272d7-e3b5-4965-a78b-ba5f24d2c83c,Math,71,2025-03-04,Excellent
S0273,c84770cf-4ca2-4c94-9f89-9658a4deb971,Computer Science,59,2025-03-24,Below average
S0273,c40baabf-6c3e-4ee3-8038-44bf99b7e737,Math,44,2025-01-25,Below average
S0273,b7f606b7-e4cd-4b77-abd1-2d119a421c0b,Computer Science,91,2024-12-10,Good progress
S0274,f6427ae5-99d9-44a0-abb4-380ceb5ec3e5,Math,77,2024-12-29,Good progress
S0274,e7e030bf-1e5e-4b67-ae83-8594cec7ce01,Economics,78,2025-01-10,Good progress
S0274,432a3a67-58c8-4179-ba47-f164ab93eb95,History,82,2025-03-17,Excellent
S0274,e6f62c92-3d2a-46dd-9d14-75232b6ef214,Science,55,2025-05-14,Below average
S0275,fe72b6ba-a7df-4a42-b393-6834d56f392c,Social Science,98,2025-05-25,Good progress
S0275,33b8e8c6-8a84-41bf-8c6b-fabc76096cfe,History,79,2025-03-18,Below average
S0275,fd0fbbdd-c264-48c9-bc7e-4f8539037fd8,Computer Science,68,2024-12-10,Needs improvement
S0275,89b63bd3-7b97-4433-8b79-04728b3c6243,Computer Science,84,2024-12-17,Needs improvement
S0276,a5d7d634-37c3-4445-87fc-c31695bdd251,Social Science,58,2025-03-09,Below average
S0276,b43e6155-856e-48b4-876e-44837339d4dd,Social Science,79,2024-12-03,Needs improvement
S0276,d3f68140-1df9-4d69-9c21-3878178d2cb8,Economics,54,2025-01-28,Below average
S0276,d5487520-a330-4b1c-8ec9-30f5e319847e,Social Science,91,2025-04-27,Below average
S0277,24ab24f5-903a-4ccd-90de-0af2463358f7,Math,83,2024-11-29,Below average
S0277,c604562c-a285-4ce3-9422-b0d9d9227eee,Computer Science,84,2024-12-25,Below average
S0277,b79b6e45-c7f2-432e-b650-3085119cfd3d,Math,66,2024-12-31,Below average
S0277,965acc67-a036-4356-b821-aed88f33658d,Social Science,64,2025-04-06,Below average
S0278,35680919-ab6d-470f-ba75-e578ebc7e339,English,96,2025-01-28,Below average
S0278,915e608f-3f8a-42e5-90cf-b8254b1be36c,Math,91,2025-05-23,Below average
S0278,11ed5d28-0afb-403f-8119-82132e73b5e5,Math,75,2025-02-27,Needs improvement
S0278,2ca37b14-33c5-4141-947b-5f86d24fa612,Math,47,2024-12-24,Below average
S0279,5ae0d564-71c8-4390-ab6b-bef2f7795fb2,History,91,2025-04-22,Needs improvement
S0279,99d5188f-0275-4f9c-937a-8219b9c1c664,Social Science,61,2025-02-11,Below average
S0279,be4f13a0-ef6d-4856-b64e-4e92dfbd8b0d,English,59,2025-01-21,Excellent
S0279,25728484-f78e-4994-a34b-0e1747debe77,Computer Science,64,2024-11-29,Good progress
S0279,df937c9b-7976-437b-ba66-d16286d736b0,Economics,76,2025-02-20,Good progress
S0279,df6d2cc4-a36c-400d-930c-da5e26824968,Science,50,2025-04-11,Below average
S0279,4f940d42-9f5f-496f-9c71-db953b30dd2b,Computer Science,55,2025-02-14,Excellent
S0279,d98dc140-e722-4e8e-b0cd-6cb6bad46d00,Economics,67,2025-03-19,Below average
S0280,98805879-c8ef-4c62-806b-116ec4f25a6e,Computer Science,84,2024-12-06,Excellent
S0280,bee96e44-f065-4951-a6e2-4a6502aa371c,Math,74,2025-04-21,Excellent
S0280,ccffbdda-3f0c-4645-aee6-4b6d13dfab82,Math,52,2025-03-21,Below average
S0280,6065bfe9-d054-49fe-ad4a-b58149f7a8cc,Science,66,2025-02-09,Needs improvement
S0280,0dd6c9ad-0f6b-401a-a2ad-dd1514593e28,Math,53,2024-12-21,Below average
S0280,ea6f240b-ed85-46b9-858a-9a9e2417021e,Computer Science,65,2025-05-08,Needs improvement
S0281,57df6cc6-2121-4a7a-adf8-cda548191a2f,Math,71,2025-02-04,Below average
S0281,7b9efdfe-be42-4cb5-9988-4e652871700b,History,52,2025-02-01,Excellent
S0281,353bed40-29d2-4789-828f-d46962257097,English,62,2025-05-09,Below average
S0281,19e6fa38-0702-48ff-bddb-1168a507d679,Science,64,2025-04-28,Needs improvement
S0282,4885c328-8d80-4580-b28f-a6c5f8b063b0,Social Science,85,2025-04-10,Excellent
S0282,1e05fa37-789c-4d3b-be6f-a3f95264853e,English,43,2025-04-22,Needs improvement
S0282,58e0b475-c421-4f99-98bd-257b706ac40c,Science,55,2025-02-28,Below average
S0282,eff3535d-1c3d-4cf1-803b-722896d19a91,Social Science,42,2025-04-25,Needs improvement
S0282,0b3dc72d-8fcb-4be3-afdd-e07a5e749e75,Social Science,46,2025-04-12,Needs improvement
S0282,ca6583bb-cf76-4352-b10b-5302c55a2e8d,History,71,2024-12-10,Below average
S0283,23f627a8-2a00-46e9-9912-df5cbca8fff4,Math,95,2025-03-12,Needs improvement
S0283,fefa6067-1363-4f94-a611-a24a9ab6bd70,English,51,2025-05-17,Needs improvement
S0283,b0decadd-81b5-4ca8-99c6-f7c8878e2b4a,Economics,97,2024-12-24,Needs improvement
S0283,22ba737f-1c69-4d98-b308-87c197745313,Math,78,2025-01-17,Good progress
S0284,2d05354a-b308-44f3-87ba-0432bcd6be93,Economics,51,2025-02-22,Below average
S0284,b028f3d7-abfc-4521-801c-a183d3b6bdcd,Math,47,2025-04-10,Good progress
S0284,32b80bbe-8ab0-417d-b095-36cc7e9d8dd8,Science,89,2025-02-08,Needs improvement
S0284,330a38ff-4a95-4321-a1c8-7a97ef00cefa,History,96,2025-02-23,Excellent
S0284,0dc96f89-5a18-40d4-8326-a551e0172c91,Computer Science,41,2025-04-21,Needs improvement
S0284,24c0c6e6-3a4a-4f22-89fa-1605dd8d8d28,Social Science,52,2025-05-19,Below average
S0284,343a279e-3f2b-46d0-9ffb-713ce8ec2f46,Math,40,2025-03-01,Good progress
S0285,41a8cc82-80c5-4230-a214-9881f860d867,Math,47,2025-01-11,Below average
S0285,64db949a-6a68-4ea5-92ab-8514a07947e5,Science,49,2025-01-07,Below average
S0285,58b0a8fb-bbf6-4da5-9a88-9ded5bf0ebe1,Math,83,2025-02-23,Good progress
S0285,618d8534-0faa-4b47-a2cc-16b53a6c3c24,Economics,77,2024-12-12,Excellent
S0285,70df7ec0-156c-49c8-837f-4fe96b8c0a88,Economics,85,2025-04-06,Excellent
S0285,c1420342-6397-467d-a441-50896891c85a,Math,73,2024-12-02,Below average
S0285,7abc637a-fbb8-41eb-ace3-9805441f6e8e,History,68,2024-11-28,Below average
S0285,8e12c9b7-9fb8-475e-8c4b-46d720570db5,Social Science,96,2025-01-09,Below average
S0286,3beb39c9-590f-4865-a853-0de05b9fa39a,Computer Science,80,2025-01-22,Excellent
S0286,9d8e4e64-a9e1-4655-98bf-a89df27d24fa,Math,53,2024-11-24,Excellent
S0286,c10eb949-b796-43c4-a96b-b45b0a9c1c8f,Economics,78,2025-05-07,Excellent
S0286,d47279aa-c458-44b3-ba20-5ff9742f7654,History,79,2025-04-04,Needs improvement
S0286,d7308e0e-388c-4dcf-afe7-1bb831106948,Social Science,91,2025-03-20,Needs improvement
S0286,1b8cea32-d949-49be-a5eb-493febea6ce5,Science,53,2025-02-07,Below average
S0287,236b0887-ce30-4e39-a9d9-be0f086eba11,Social Science,83,2025-04-05,Needs improvement
S0287,f87bbb23-555b-45ee-aecd-2d3fa4a43340,Science,84,2024-12-11,Below average
S0287,e71a643e-eb77-4885-b85f-82945f242a39,Computer Science,75,2025-05-17,Below average
S0287,d864dd38-e285-49a2-8bff-3582de861ddf,Science,47,2025-01-11,Excellent
S0287,ed9c8244-b3d7-4d08-9686-ecd7619bee61,Social Science,47,2025-01-06,Good progress
S0287,ecc34494-c52d-45d7-9564-167c5c3b227c,Math,64,2024-12-21,Excellent
S0287,72d0ba20-480c-40e3-b368-f1da1ba65fd5,Math,81,2025-04-20,Needs improvement
S0288,26a54136-7b4d-42bc-a263-acda1644fd99,Economics,69,2025-05-21,Needs improvement
S0288,e0204189-f07f-4aad-b961-ef0d9841efb4,Economics,65,2025-02-14,Below average
S0288,e6994629-48b7-4fee-af4d-393f162c4c28,Social Science,97,2024-12-01,Below average
S0288,78b71e44-8de9-4f47-91f5-b2e24fa6adfa,English,61,2025-04-16,Below average
S0288,690e7195-446b-4da1-936f-6bec7c2fb3a0,English,83,2025-03-04,Below average
S0288,de0b77ef-e519-47bd-98d7-dc5f5abc8d64,History,40,2024-12-10,Needs improvement
S0289,9c69e37c-6c17-4abe-9bf6-37e698a21fd1,English,67,2024-12-24,Needs improvement
S0289,c3c8e6cd-9ed8-4f83-9c8f-2241ab78c52f,History,56,2025-01-25,Needs improvement
S0289,0bd183bc-6081-41ea-859b-cbd51e84c203,Social Science,88,2025-04-22,Excellent
S0289,036546ae-cb2c-414f-959e-9b0424a82135,Science,54,2025-05-18,Needs improvement
S0289,2e6f5898-3053-483b-9f33-91bc24ef521a,Social Science,77,2025-01-27,Below average
S0290,32749421-4ed1-4db3-a4f8-8afd51892236,Social Science,93,2025-05-01,Excellent
S0290,58f6755c-a356-489f-8810-22fafd268797,English,40,2025-03-09,Needs improvement
S0290,2e6ca786-3626-4270-8832-4ae4dee4babc,Science,95,2025-02-12,Excellent
S0290,765347dd-b458-4aa1-af51-5fcf14efc667,Social Science,84,2025-04-03,Good progress
S0291,33ac0252-f0a4-4ba3-a583-5797cffe8a25,Social Science,49,2025-04-24,Below average
S0291,d16a34d2-a681-4a51-9d21-abd55bb67397,Social Science,79,2025-04-03,Good progress
S0291,3ee89889-64b0-4161-ae4b-323f8dab46bb,Social Science,95,2025-01-14,Excellent
S0291,634282ec-0535-45ef-b33d-77d116924950,History,64,2025-01-03,Needs improvement
S0291,12ce8693-4023-4758-9bb3-6262ce042032,Science,96,2025-02-27,Good progress
S0291,89cf6a95-8dd2-4b87-be68-42bc86f5b85b,English,80,2025-05-02,Below average
S0291,6f7a464e-aff5-46c2-b496-0f1854b2064f,History,92,2025-02-06,Good progress
S0292,6a6dfbf4-56e1-4b63-8081-b9a50f1e7e7e,Computer Science,77,2025-05-23,Good progress
S0292,63551105-1c7e-461d-a40b-4c2c50f347f8,Economics,92,2025-02-18,Needs improvement
S0292,f2584d04-449d-406d-a4ed-cc06ee03eadb,Social Science,63,2024-12-01,Needs improvement
S0292,bc19d5eb-052d-4297-89c9-ae8a645c7ff7,Science,87,2025-03-03,Good progress
S0292,04d604e9-3193-40b4-9dd8-f5e49e97a70f,Economics,54,2025-02-09,Needs improvement
S0292,23571ae7-eb3f-46e0-b85e-255dc235b977,History,44,2025-02-28,Good progress
S0293,4561b902-87de-43bb-94f9-c4701cda6f77,Science,64,2025-03-08,Excellent
S0293,035c0abc-6304-4329-9f9a-9b3b699e2d75,Science,100,2025-02-07,Good progress
S0293,c4fbdc0c-1c2d-4285-9845-e2982c57f1ea,Social Science,78,2025-02-17,Excellent
S0293,0a321403-64c1-4a3a-91d5-e582dc0abbc8,Economics,74,2025-01-06,Needs improvement
S0294,7e7c31c6-74a9-4504-9da6-7602873f7462,History,49,2025-01-14,Needs improvement
S0294,02a06cac-a3fe-4f13-8478-17493b3ee256,Science,89,2025-03-04,Good progress
S0294,3d432009-88a1-4b8f-8d89-d2492b241179,Economics,95,2024-12-12,Good progress
S0294,bbfe3c8c-9ab8-4ed2-9cc3-4626fc037420,History,82,2025-05-10,Excellent
S0294,8e9df8c3-661d-4c8a-a57b-4c581e15a0dd,History,43,2025-01-21,Good progress
S0294,021848ed-8f8e-4293-bf40-d007a6dc4752,History,48,2025-02-15,Excellent
S0295,2faedf8f-df44-4d99-9279-bd7397eabf49,Math,71,2025-04-16,Excellent
S0295,9f285f2f-7e4f-4fe2-bb54-30c6c25c19a1,History,52,2024-11-25,Excellent
S0295,eb9b0ea3-febc-4646-abdf-aedc8b890e2c,Social Science,57,2025-04-20,Good progress
S0295,50a5d81c-f184-469e-91e3-3ae4cd60b36f,Computer Science,65,2024-12-16,Excellent
S0295,39b537e9-123b-4649-b97e-970dc7c6f147,Science,94,2025-02-22,Excellent
S0296,9b15d4dc-a6b0-4179-8ec4-dc278a4cd1d8,Science,68,2025-01-04,Below average
S0296,e12c6c9d-1885-40a6-b311-fbdc96df801e,History,88,2025-04-02,Needs improvement
S0296,30712262-93c3-44a3-a6c6-c6c72007cee8,Computer Science,75,2024-12-18,Good progress
S0296,b321e27c-d3fe-4897-9bcb-6371bbbde57f,History,94,2025-01-26,Excellent
S0296,5ea318bc-4ea1-40c1-9a5f-b282999adc00,Science,75,2025-02-15,Excellent
S0296,4f1a3504-381a-49eb-9d7a-d149c9b98b43,History,40,2025-04-18,Below average
S0296,311a108f-0777-4fd5-9f5e-d359b71321ed,English,65,2025-05-09,Below average
S0297,651ce76b-2598-4d97-805e-75929abf6f91,Math,74,2025-03-17,Good progress
S0297,d97a565e-e8d4-418d-b8ab-cb612da134eb,Science,89,2025-01-27,Excellent
S0297,1ce9e9b4-e155-4a63-b428-4daea7bc46c9,Social Science,50,2024-12-07,Needs improvement
S0297,d1b362c5-d1da-47c9-9bd2-95dcff85f651,History,50,2025-05-06,Needs improvement
S0297,ac7657ff-dc54-4447-9a07-5365810b62db,Computer Science,74,2025-05-14,Below average
S0297,99d84acb-57d9-44dd-a5d8-ab185b8b5b04,Social Science,67,2025-05-08,Needs improvement
S0298,49f79687-ff0c-4e93-8a63-a01f131a472b,Computer Science,73,2025-04-25,Good progress
S0298,bb9c3beb-76d7-42ea-a49e-519a01e0d511,Social Science,73,2025-03-12,Needs improvement
S0298,f5e0c7d4-673b-4f1a-ac07-76b1fab676e1,Math,53,2025-05-19,Needs improvement
S0298,eb9b9e16-fe5c-4dff-b48d-2e29e9f553e9,English,100,2024-12-21,Excellent
S0298,dcebdf89-0d9f-462d-b9e4-99428f0df850,Math,95,2025-05-17,Below average
S0298,564fb374-2e4b-4c43-9582-c68e7c5162c4,Math,76,2025-02-04,Good progress
S0298,2471d684-0bae-46e8-9e49-334191da63af,English,76,2025-05-17,Needs improvement
S0298,0b1dd585-43e5-4a91-a6b5-baa370469d2a,Math,64,2024-11-25,Excellent
S0299,ce289b61-01ba-4435-8bfd-1d91e6c8e48c,Economics,52,2024-12-27,Below average
S0299,5e0e5886-9791-4cff-9e79-8aee16748c58,Computer Science,43,2025-01-03,Excellent
S0299,f55ae1cb-ad94-4eb2-b781-a99537c2d544,Math,70,2025-01-09,Good progress
S0299,06fc9c4b-e211-41b4-a977-1d3bbe4f65ff,History,90,2025-01-22,Good progress
S0299,36ba634a-3dba-423a-95a4-3ea69f1e0fe4,Computer Science,80,2025-04-18,Excellent
S0299,0b18a094-2679-4301-89b8-891b4f1142a0,Economics,44,2025-04-19,Excellent
S0299,30156a25-e835-4b6c-807d-ad303d53cab9,Social Science,51,2024-12-12,Needs improvement
S0299,9a8569b9-246d-4047-bc1b-942417f80940,Math,79,2025-02-10,Below average
S0300,1e16a1e9-e0b0-40d6-8da3-ecbb03212c26,Science,100,2025-02-16,Good progress
S0300,cc7daa4e-7e35-4652-a1a2-5cb27b98fb97,Economics,40,2024-12-28,Needs improvement
S0300,74523878-8632-411d-8053-17722993beb7,Math,41,2025-03-17,Needs improvement
S0300,60cacd18-ce6c-4711-a467-48e1e7b6db7b,English,45,2025-01-02,Excellent
S0300,23658041-f67e-463e-85de-a367f4863e6b,Computer Science,50,2025-05-22,Needs improvement
S0300,6da5d455-57b4-42ef-a649-06c5b2d4c62d,Social Science,78,2025-05-24,Good progress
S0300,6d53018b-d6cb-467f-87c8-35b39020d05e,Computer Science,91,2025-05-01,Excellent
S0300,a0bafb75-be22-41aa-9340-0aa4e1a1c38f,Computer Science,56,2025-02-08,Below average
S0301,f29bbf39-ad27-4870-bd7b-923070e676ee,Computer Science,57,2025-01-08,Needs improvement
S0301,d18dd290-08ad-4710-9d21-33451bedff90,History,99,2025-03-30,Below average
S0301,31d66ad1-2687-4c3f-9169-8799c2045478,Science,45,2025-03-02,Below average
S0301,ed6ad491-dea7-4fa3-9081-2d33f4ed9b4f,Economics,78,2025-05-24,Needs improvement
S0301,9192a892-db48-42f9-a9a7-d9def9dc0be2,English,94,2025-05-10,Good progress
S0301,54d7b25e-9d23-47be-8d71-28d05d688728,Social Science,61,2025-05-06,Needs improvement
S0301,de10154e-55ab-48c3-83e3-a74a9c5fff83,Science,40,2024-12-03,Good progress
S0302,6b7e3a42-e417-4c3e-83a7-d46896362318,History,94,2025-03-01,Needs improvement
S0302,438408d5-03e6-4695-9bd5-f1484048951b,Economics,70,2024-12-27,Needs improvement
S0302,a398fafa-bc84-41c2-ba1b-33fc916775cc,English,43,2025-02-26,Good progress
S0302,e2ec96c5-0206-47d6-8002-032750236a47,Economics,94,2025-01-20,Needs improvement
S0302,2227a265-7492-4cd4-8b29-0aafe34e5501,Economics,54,2025-01-29,Excellent
S0302,238e3bf2-987a-4fbf-bc30-9641c886ac1c,Social Science,58,2024-12-14,Below average
S0303,44eab702-e022-45f9-8480-c75bde48aff5,Science,91,2025-01-11,Below average
S0303,a84d8c8a-0cb6-4945-819e-17ecb9e0254e,History,63,2025-03-18,Needs improvement
S0303,90ff9bed-2756-41b8-b827-dce920f5e8e0,Economics,43,2025-05-10,Excellent
S0303,cce75c31-46af-4c66-850b-fc29d27be04c,Economics,55,2024-12-28,Good progress
S0303,8b90ad78-23bb-4970-8aec-7e00b155e923,English,42,2025-03-18,Excellent
S0303,9e3ba15b-536b-43b7-ae86-eab7ceb30ed1,Economics,61,2025-03-29,Good progress
S0304,940d703a-8964-4642-a7fb-3e4ac36715b6,Social Science,41,2025-03-26,Needs improvement
S0304,18cee6ad-d8fe-413e-af03-12cb4523db65,History,74,2025-02-20,Needs improvement
S0304,cb927513-57a1-46fb-841c-739881964719,Math,60,2025-02-10,Below average
S0304,ab6cf468-ff7d-44af-81ae-e637705653a9,English,60,2025-03-30,Excellent
S0304,9b31652a-a973-4313-9c10-222640f7bbcd,History,80,2025-03-08,Good progress
S0304,f3358361-1fe0-4fa3-a3c6-c798c4cfa2ae,Science,44,2025-02-08,Needs improvement
S0305,5d13af41-e749-4def-9dfa-519739eaa4f6,Social Science,92,2025-04-19,Needs improvement
S0305,7dfbe0c4-131a-416c-878c-9fdf443b8ab7,History,86,2025-04-14,Good progress
S0305,03a3a3eb-0744-4ebe-8c25-a7815d90afd7,History,50,2024-12-10,Excellent
S0305,1bf05580-247d-4f54-88ce-99cf3f9a85db,English,50,2025-01-05,Good progress
S0305,c01e70a7-9696-4682-b238-3b261f824177,Math,54,2025-04-10,Good progress
S0305,72d6bf90-a6cc-4125-be6f-3b7cd6848e3f,English,41,2024-12-07,Below average
S0305,08d50c82-68fc-45b1-9cf1-e2f002258e62,Computer Science,100,2025-03-02,Good progress
S0305,20a26b83-3205-4c00-8c00-4ff4d5df36c1,Math,88,2024-12-23,Excellent
S0306,88d98d44-ac3d-40de-bc64-36186c5a3d1f,Math,65,2024-12-26,Excellent
S0306,3b470a1a-1592-44bd-b38e-c4958ceb4612,Economics,84,2024-11-25,Good progress
S0306,a14a014c-cd1f-486c-9530-b9c4c6eaf285,Science,45,2025-02-15,Excellent
S0306,83e4dcbd-a2a8-4b85-bd27-89684222c47f,Computer Science,82,2025-04-20,Good progress
S0306,47168d43-d42c-4057-a600-9957f3f326fc,Science,48,2024-12-04,Needs improvement
S0306,e3e05a9d-3da7-44db-abf1-1297099709c6,Math,96,2025-01-28,Excellent
S0306,49867fdc-21ea-40dc-b610-8eb390805fdf,History,98,2025-01-06,Needs improvement
S0307,2bb10116-dad3-4054-89e3-9a5e7f69aa5e,Social Science,74,2025-04-02,Good progress
S0307,34b231ba-866a-4908-a4cc-045f6d07c7c4,Math,72,2025-02-21,Excellent
S0307,eca14302-3694-414d-bc15-b4b69bf1c00d,Social Science,74,2025-04-29,Excellent
S0307,e18dc563-f28f-4791-89a6-4d3737d640f7,Economics,49,2025-05-24,Excellent
S0307,f22b917a-3883-4450-84bc-9c3fb984f6c0,Math,98,2025-05-08,Below average
S0307,c47bf584-11f2-4b60-b82d-652649e607ef,Computer Science,53,2025-05-22,Good progress
S0307,d03eb6c8-12db-45f5-bee0-da79b009ab74,Math,95,2025-03-07,Excellent
S0308,3723afaf-c29b-471b-bfec-6450d9c7e01c,English,64,2025-04-18,Excellent
S0308,b79287a2-21ac-4a5c-8220-37fafc5993ef,Economics,85,2025-02-18,Needs improvement
S0308,73b0d6fe-04a7-4aba-bc86-df76bf4c3883,Science,51,2024-12-01,Excellent
S0308,5fba3957-cf58-4729-910d-a78a4298cc22,Economics,99,2024-12-11,Excellent
S0308,66a0c051-b81a-48ee-805e-42312765ba87,English,98,2024-12-18,Excellent
S0308,00499d6e-9c9b-4112-ad47-8c561a0c6566,History,56,2025-02-18,Good progress
S0308,ab81775c-f294-4bcb-afee-766293fa7879,Economics,91,2025-05-05,Good progress
S0309,45d252bc-856c-444a-885f-49d4c9aed04d,History,61,2025-03-09,Excellent
S0309,e8c56bd8-9960-4343-821c-05558dc407b8,English,86,2025-03-26,Excellent
S0309,919f34ce-4a84-4251-93cb-4b41cc027f2a,Science,51,2024-12-04,Below average
S0309,5307affb-b2d1-4bc6-bc22-a1e5f39215bb,Science,65,2025-03-13,Good progress
S0309,a136f5ac-ce6e-45a0-8362-57838230649b,Computer Science,94,2025-02-28,Needs improvement
S0310,3d4bee1b-cbb9-40e0-bc55-7871d2376650,Computer Science,59,2025-01-16,Needs improvement
S0310,23c6d0e5-2c86-4469-98fd-bbc0ed55d343,English,76,2025-02-05,Excellent
S0310,cbd13ef2-4277-4f8e-9120-71bf98e72130,Math,43,2025-03-04,Good progress
S0310,52c61645-bb53-424a-ad68-d625aef15963,Social Science,70,2025-05-01,Good progress
S0310,a20eaace-af23-43b6-81d2-f0316a9992cf,Math,57,2025-04-15,Below average
S0311,51d8e62e-b638-4c1f-b7e9-f1ad689356cd,Science,94,2025-04-22,Below average
S0311,a74bf480-7fd6-47ac-866e-2b02befcc430,English,99,2024-12-06,Below average
S0311,d08fb04e-f919-40f8-b7a1-cb006e97a870,Computer Science,52,2025-04-16,Below average
S0311,7a6984fd-eb2f-426e-b866-e95d3b8af648,Science,100,2024-12-23,Good progress
S0311,f0617bc8-f7b2-446b-a1d7-5a605edb8cdd,Computer Science,87,2025-01-29,Below average
S0311,cc939d3c-40aa-4422-abf9-0199af65d42e,History,87,2024-11-28,Below average
S0311,0086a09b-bc35-46fc-8250-1e218d8278dc,Economics,55,2025-03-23,Excellent
S0312,5dc03af8-3a98-4617-84da-2e5a08f6cc76,English,83,2024-12-18,Good progress
S0312,7b814ef1-30a5-4e4a-a026-1366ffd6a948,Computer Science,57,2024-12-27,Needs improvement
S0312,69664e71-5ff2-458f-871e-8de80256e7da,History,64,2024-12-24,Excellent
S0312,deb1527e-10c6-4b2a-aa48-4785582636e3,Social Science,64,2024-12-12,Below average
S0312,772fd9b3-1bac-4f24-afff-f236372afa31,Math,47,2024-12-20,Below average
S0312,3507d1b0-0948-43b9-a6ff-cbdf2d5bd726,English,40,2025-05-14,Below average
S0312,cf5d4cda-64ef-4792-9a7d-9f6ff0ce7bd9,History,64,2025-04-12,Below average
S0312,97f6c20f-d7f7-4dbf-a31a-a64679d6b8e8,Science,49,2024-12-14,Needs improvement
S0313,7137a814-2269-4f12-8eee-4b7c59d686e7,Social Science,48,2025-03-16,Below average
S0313,4300f361-8086-46f6-a63e-e9cfa17aae27,Computer Science,47,2024-12-06,Excellent
S0313,7c142826-584a-4094-9eb4-23b946c192b9,Math,85,2025-05-07,Excellent
