student_id,aspiration,skill,required_level,current_level
S0184,Writer,Creativity,61,51
S0184,Writer,Technical Skills,73,35
S0185,Entrepreneur,Creativity,66,37
S0185,Entrepreneur,Leadership,86,69
S0185,Entrepreneur,Communication,61,44
S0185,Entrepreneur,Empathy,62,45
S0185,Entrepreneur,Coding,84,63
S0185,Doctor,Technical Skills,84,70
S0185,Doctor,Teamwork,92,87
S0185,Doctor,Coding,67,66
S0185,Doctor,Research,82,82
S0185,Doctor,Problem Solving,68,60
S0185,Scientist,Coding,78,38
S0185,Scientist,Communication,81,44
S0185,Scientist,Critical Thinking,82,72
S0185,Scientist,Creativity,93,85
S0185,Scientist,Technical Skills,88,62
S0185,Teacher,Research,99,86
S0185,Teacher,Empathy,80,64
S0185,Teacher,Problem Solving,73,59
S0185,Teacher,Teamwork,100,71
S0185,Teacher,Leadership,72,64
S0185,Data Scientist,Research,97,86
S0185,Data Scientist,Coding,65,43
S0185,Data Scientist,Creativity,67,65
S0185,Data Scientist,Problem Solving,60,52
S0185,Data Scientist,Empathy,84,84
S0186,Doctor,Research,72,32
S0186,Doctor,Empathy,100,84
S0186,Doctor,Communication,93,69
S0186,Doctor,Critical Thinking,96,72
S0186,Doctor,Coding,81,68
S0186,Lawyer,Research,75,68
S0186,Lawyer,Teamwork,61,39
S0186,Lawyer,Technical Skills,71,71
S0186,Lawyer,Communication,95,59
S0186,Lawyer,Creativity,95,83
S0186,Scientist,Teamwork,96,73
S0186,Scientist,Coding,63,33
S0186,Scientist,Research,99,86
S0186,Scientist,Empathy,74,45
S0186,Scientist,Critical Thinking,88,74
S0186,Entrepreneur,Teamwork,65,46
S0186,Entrepreneur,Communication,93,72
S0186,Entrepreneur,Research,63,53
S0186,Entrepreneur,Empathy,89,66
S0186,Entrepreneur,Coding,98,58
S0186,Teacher,Critical Thinking,61,61
S0186,Teacher,Coding,98,95
S0186,Teacher,Communication,90,81
S0186,Teacher,Creativity,71,70
S0186,Teacher,Problem Solving,95,55
S0187,Entrepreneur,Research,93,56
S0187,Entrepreneur,Teamwork,77,55
S0187,Entrepreneur,Communication,71,56
S0187,Entrepreneur,Leadership,98,78
S0187,Entrepreneur,Critical Thinking,96,70
S0187,Scientist,Critical Thinking,80,41
S0187,Scientist,Communication,99,66
S0187,Scientist,Creativity,89,67
S0187,Scientist,Teamwork,67,38
S0187,Scientist,Empathy,83,55
S0187,Lawyer,Empathy,60,25
S0187,Lawyer,Critical Thinking,93,59
S0187,Lawyer,Creativity,63,36
S0187,Lawyer,Teamwork,60,22
S0187,Lawyer,Leadership,78,74
S0187,Engineer,Research,77,70
S0187,Engineer,Technical Skills,74,73
S0187,Engineer,Critical Thinking,63,35
S0187,Engineer,Teamwork,92,52
S0187,Engineer,Coding,94,67
S0187,Doctor,Research,94,73
S0187,Doctor,Technical Skills,60,23
S0187,Doctor,Empathy,81,45
S0187,Doctor,Communication,66,47
S0187,Doctor,Leadership,81,79
S0188,Writer,Problem Solving,86,47
S0188,Writer,Research,78,53
S0188,Writer,Communication,68,40
S0188,Writer,Teamwork,71,39
S0188,Writer,Creativity,87,66
S0188,Engineer,Teamwork,68,66
S0188,Engineer,Coding,79,65
S0188,Engineer,Empathy,95,78
S0188,Engineer,Communication,80,78
S0188,Engineer,Technical Skills,76,51
S0188,Teacher,Communication,72,54
S0188,Teacher,Teamwork,98,86
S0188,Teacher,Research,96,78
S0188,Teacher,Creativity,66,39
S0188,Teacher,Empathy,84,56
S0188,Data Scientist,Problem Solving,95,69
S0188,Data Scientist,Critical Thinking,96,64
S0188,Data Scientist,Research,83,49
S0188,Data Scientist,Empathy,80,52
S0188,Data Scientist,Technical Skills,77,38
S0188,Entrepreneur,Teamwork,87,58
S0188,Entrepreneur,Empathy,69,42
S0188,Entrepreneur,Critical Thinking,78,73
S0188,Entrepreneur,Creativity,92,64
S0188,Entrepreneur,Technical Skills,99,84
S0189,Doctor,Empathy,90,87
S0189,Doctor,Research,64,54
S0189,Doctor,Technical Skills,77,41
S0189,Doctor,Teamwork,73,66
S0189,Doctor,Creativity,87,70
S0189,Teacher,Technical Skills,88,54
S0189,Teacher,Coding,60,43
S0189,Teacher,Communication,88,88
S0189,Teacher,Research,78,76
S0189,Teacher,Teamwork,90,50
S0189,Data Scientist,Empathy,92,64
S0189,Data Scientist,Creativity,83,58
S0189,Data Scientist,Leadership,97,86
S0189,Data Scientist,Communication,87,50
S0189,Data Scientist,Critical Thinking,68,65
S0189,Entrepreneur,Creativity,91,84
S0189,Entrepreneur,Communication,69,46
S0189,Entrepreneur,Research,84,54
S0189,Entrepreneur,Teamwork,71,67
S0189,Entrepreneur,Coding,69,54
S0189,Scientist,Critical Thinking,92,56
S0189,Scientist,Empathy,82,45
S0189,Scientist,Technical Skills,67,44
S0189,Scientist,Creativity,74,65
S0189,Scientist,Research,79,68
S0190,Scientist,Technical Skills,97,63
S0190,Scientist,Leadership,60,39
S0190,Scientist,Coding,91,57
S0190,Scientist,Critical Thinking,73,47
S0190,Scientist,Research,98,96
S0190,Data Scientist,Creativity,75,35
S0190,Data Scientist,Critical Thinking,85,64
S0190,Data Scientist,Empathy,72,64
S0190,Data Scientist,Communication,97,65
S0190,Data Scientist,Coding,80,53
S0190,Engineer,Coding,88,87
S0190,Engineer,Problem Solving,91,89
S0190,Engineer,Research,87,85
S0190,Engineer,Leadership,61,30
S0190,Engineer,Technical Skills,77,53
S0190,Pilot,Teamwork,62,59
S0190,Pilot,Problem Solving,77,40
S0190,Pilot,Creativity,65,34
S0190,Pilot,Empathy,79,61
S0190,Pilot,Research,72,48
S0190,Entrepreneur,Coding,100,76
S0190,Entrepreneur,Research,75,43
S0190,Entrepreneur,Teamwork,89,62
S0190,Entrepreneur,Technical Skills,71,66
S0190,Entrepreneur,Leadership,82,52
S0191,Doctor,Research,76,53
S0191,Doctor,Problem Solving,92,65
S0191,Doctor,Critical Thinking,87,80
S0191,Doctor,Technical Skills,93,84
S0191,Doctor,Communication,78,44
S0191,Engineer,Research,91,59
S0191,Engineer,Problem Solving,83,69
S0191,Engineer,Teamwork,100,96
S0191,Engineer,Communication,76,70
S0191,Engineer,Empathy,98,66
S0191,Lawyer,Coding,76,40
S0191,Lawyer,Research,71,66
S0191,Lawyer,Communication,100,90
S0191,Lawyer,Creativity,68,55
S0191,Lawyer,Teamwork,74,38
S0191,Entrepreneur,Empathy,96,95
S0191,Entrepreneur,Coding,60,31
S0191,Entrepreneur,Communication,67,54
S0191,Entrepreneur,Critical Thinking,68,68
S0191,Entrepreneur,Research,78,61
S0191,Data Scientist,Coding,90,86
S0191,Data Scientist,Problem Solving,83,66
S0191,Data Scientist,Technical Skills,67,38
S0191,Data Scientist,Creativity,84,60
S0191,Data Scientist,Leadership,60,42
S0192,Data Scientist,Technical Skills,66,41
S0192,Data Scientist,Leadership,79,56
S0192,Data Scientist,Creativity,88,63
S0192,Data Scientist,Problem Solving,91,63
S0192,Data Scientist,Critical Thinking,85,62
S0192,Writer,Research,90,65
S0192,Writer,Leadership,62,27
S0192,Writer,Coding,82,74
S0192,Writer,Creativity,60,28
S0192,Writer,Communication,81,73
S0192,Pilot,Empathy,71,67
S0192,Pilot,Leadership,91,68
S0192,Pilot,Problem Solving,63,45
S0192,Pilot,Communication,96,57
S0192,Pilot,Coding,94,61
S0192,Scientist,Research,92,61
S0192,Scientist,Coding,69,40
S0192,Scientist,Communication,83,64
S0192,Scientist,Problem Solving,77,68
S0192,Scientist,Leadership,70,70
S0192,Artist,Leadership,86,48
S0192,Artist,Teamwork,70,32
S0192,Artist,Technical Skills,94,65
S0192,Artist,Research,74,41
S0192,Artist,Critical Thinking,87,70
S0193,Pilot,Critical Thinking,68,49
S0193,Pilot,Empathy,86,59
S0193,Pilot,Leadership,72,35
S0193,Pilot,Research,62,47
S0193,Pilot,Creativity,70,65
S0193,Teacher,Problem Solving,94,82
S0193,Teacher,Creativity,96,81
S0193,Teacher,Critical Thinking,75,74
S0193,Teacher,Teamwork,65,59
S0193,Teacher,Research,67,35
S0193,Entrepreneur,Problem Solving,92,58
S0193,Entrepreneur,Critical Thinking,80,59
S0193,Entrepreneur,Leadership,93,62
S0193,Entrepreneur,Communication,80,57
S0193,Entrepreneur,Research,68,50
S0193,Doctor,Technical Skills,64,47
S0193,Doctor,Communication,72,46
S0193,Doctor,Leadership,98,69
S0193,Doctor,Critical Thinking,76,54
S0193,Doctor,Coding,89,56
S0193,Artist,Creativity,94,82
S0193,Artist,Technical Skills,92,63
S0193,Artist,Teamwork,65,50
S0193,Artist,Empathy,81,59
S0193,Artist,Problem Solving,85,58
S0194,Pilot,Empathy,94,58
S0194,Pilot,Leadership,82,48
S0194,Pilot,Creativity,87,71
S0194,Pilot,Technical Skills,64,35
S0194,Pilot,Teamwork,94,85
S0194,Entrepreneur,Technical Skills,98,59
S0194,Entrepreneur,Leadership,97,90
S0194,Entrepreneur,Critical Thinking,87,79
S0194,Entrepreneur,Empathy,76,49
S0194,Entrepreneur,Research,98,79
S0194,Writer,Research,85,51
S0194,Writer,Leadership,78,70
S0194,Writer,Communication,87,54
S0194,Writer,Problem Solving,83,76
S0194,Writer,Teamwork,91,54
S0194,Scientist,Research,98,95
S0194,Scientist,Creativity,65,65
S0194,Scientist,Leadership,68,37
S0194,Scientist,Coding,64,26
S0194,Scientist,Problem Solving,63,24
S0194,Doctor,Technical Skills,89,79
S0194,Doctor,Communication,66,58
S0194,Doctor,Critical Thinking,67,44
S0194,Doctor,Teamwork,100,96
S0194,Doctor,Problem Solving,96,94
S0195,Writer,Problem Solving,77,51
S0195,Writer,Technical Skills,71,62
S0195,Writer,Leadership,62,56
S0195,Writer,Teamwork,85,64
S0195,Writer,Communication,87,61
S0195,Entrepreneur,Creativity,62,29
S0195,Entrepreneur,Empathy,69,51
S0195,Entrepreneur,Coding,72,64
S0195,Entrepreneur,Technical Skills,84,76
S0195,Entrepreneur,Communication,80,65
S0195,Engineer,Coding,63,32
S0195,Engineer,Teamwork,80,60
S0195,Engineer,Problem Solving,98,65
S0195,Engineer,Critical Thinking,78,74
S0195,Engineer,Empathy,77,67
S0195,Doctor,Critical Thinking,72,50
S0195,Doctor,Communication,63,32
S0195,Doctor,Problem Solving,77,54
S0195,Doctor,Research,60,22
S0195,Doctor,Coding,73,58
S0195,Pilot,Communication,100,64
S0195,Pilot,Coding,98,69
S0195,Pilot,Critical Thinking,61,53
S0195,Pilot,Leadership,76,59
S0195,Pilot,Problem Solving,60,41
S0196,Teacher,Creativity,89,59
S0196,Teacher,Teamwork,66,31
S0196,Teacher,Critical Thinking,71,56
S0196,Teacher,Problem Solving,81,66
S0196,Teacher,Research,68,37
S0196,Engineer,Research,81,65
S0196,Engineer,Creativity,88,63
S0196,Engineer,Empathy,64,36
S0196,Engineer,Coding,68,40
S0196,Engineer,Communication,82,52
S0196,Pilot,Creativity,66,48
S0196,Pilot,Technical Skills,89,83
S0196,Pilot,Coding,71,47
S0196,Pilot,Communication,86,59
S0196,Pilot,Problem Solving,66,45
S0196,Artist,Creativity,71,42
S0196,Artist,Empathy,63,55
S0196,Artist,Communication,64,42
S0196,Artist,Problem Solving,63,57
S0196,Artist,Research,73,57
S0196,Entrepreneur,Creativity,90,51
S0196,Entrepreneur,Empathy,94,55
S0196,Entrepreneur,Critical Thinking,81,49
S0196,Entrepreneur,Coding,71,53
S0196,Entrepreneur,Teamwork,88,58
S0197,Teacher,Creativity,98,60
S0197,Teacher,Empathy,62,48
S0197,Teacher,Teamwork,88,81
S0197,Teacher,Leadership,98,91
S0197,Teacher,Research,69,41
S0197,Entrepreneur,Technical Skills,65,47
S0197,Entrepreneur,Creativity,71,66
S0197,Entrepreneur,Empathy,65,39
S0197,Entrepreneur,Communication,71,60
S0197,Entrepreneur,Coding,62,37
S0197,Scientist,Technical Skills,77,61
S0197,Scientist,Teamwork,72,47
S0197,Scientist,Critical Thinking,76,63
S0197,Scientist,Research,85,68
S0197,Scientist,Empathy,78,62
S0197,Artist,Creativity,76,67
S0197,Artist,Communication,70,70
S0197,Artist,Leadership,100,97
S0197,Artist,Problem Solving,89,49
S0197,Artist,Critical Thinking,69,59
S0197,Lawyer,Research,89,57
S0197,Lawyer,Leadership,63,23
S0197,Lawyer,Creativity,92,64
S0197,Lawyer,Communication,94,74
S0197,Lawyer,Teamwork,90,84
S0198,Entrepreneur,Critical Thinking,73,71
S0198,Entrepreneur,Creativity,60,58
S0198,Entrepreneur,Coding,97,95
S0198,Entrepreneur,Problem Solving,63,36
S0198,Entrepreneur,Communication,73,33
S0198,Writer,Communication,88,67
S0198,Writer,Technical Skills,78,53
S0198,Writer,Leadership,83,48
S0198,Writer,Coding,86,79
S0198,Writer,Creativity,90,80
S0198,Artist,Coding,75,57
S0198,Artist,Problem Solving,77,51
S0198,Artist,Research,100,87
S0198,Artist,Technical Skills,74,63
S0198,Artist,Critical Thinking,78,54
S0198,Engineer,Technical Skills,81,63
S0198,Engineer,Leadership,86,74
S0198,Engineer,Problem Solving,81,74
S0198,Engineer,Coding,89,69
S0198,Engineer,Critical Thinking,91,78
S0198,Scientist,Technical Skills,91,66
S0198,Scientist,Teamwork,96,72
S0198,Scientist,Empathy,82,46
S0198,Scientist,Critical Thinking,83,46
S0198,Scientist,Research,86,66
S0199,Scientist,Leadership,74,60
S0199,Scientist,Critical Thinking,88,68
S0199,Scientist,Coding,69,58
S0199,Scientist,Empathy,96,71
S0199,Scientist,Technical Skills,77,44
S0199,Doctor,Problem Solving,70,59
S0199,Doctor,Communication,68,48
S0199,Doctor,Teamwork,65,49
S0199,Doctor,Critical Thinking,81,59
S0199,Doctor,Empathy,90,53
S0199,Engineer,Technical Skills,74,43
S0199,Engineer,Creativity,85,59
S0199,Engineer,Research,62,45
S0199,Engineer,Empathy,64,46
S0199,Engineer,Teamwork,69,42
S0199,Writer,Problem Solving,90,88
S0199,Writer,Creativity,94,90
S0199,Writer,Critical Thinking,74,43
S0199,Writer,Teamwork,69,58
S0199,Writer,Empathy,97,62
S0199,Artist,Communication,83,43
S0199,Artist,Teamwork,69,50
S0199,Artist,Critical Thinking,72,34
S0199,Artist,Problem Solving,69,59
S0199,Artist,Coding,98,58
S0200,Teacher,Technical Skills,79,43
S0200,Teacher,Critical Thinking,85,77
S0200,Teacher,Teamwork,95,79
S0200,Teacher,Empathy,61,32
S0200,Teacher,Leadership,87,50
S0200,Writer,Technical Skills,94,81
S0200,Writer,Creativity,78,47
S0200,Writer,Critical Thinking,85,56
S0200,Writer,Problem Solving,99,98
S0200,Writer,Coding,63,35
S0200,Artist,Coding,87,62
S0200,Artist,Communication,84,46
S0200,Artist,Problem Solving,79,44
S0200,Artist,Empathy,74,47
S0200,Artist,Creativity,60,24
S0200,Entrepreneur,Problem Solving,82,81
S0200,Entrepreneur,Creativity,93,73
S0200,Entrepreneur,Leadership,81,44
S0200,Entrepreneur,Empathy,71,50
S0200,Entrepreneur,Teamwork,100,73
S0200,Scientist,Communication,96,87
S0200,Scientist,Research,73,64
S0200,Scientist,Empathy,80,52
S0200,Scientist,Creativity,70,39
S0200,Scientist,Leadership,75,35
S0201,Entrepreneur,Problem Solving,77,48
S0201,Entrepreneur,Leadership,71,59
S0201,Entrepreneur,Communication,75,59
S0201,Entrepreneur,Creativity,100,84
S0201,Entrepreneur,Critical Thinking,87,61
S0201,Writer,Leadership,79,41
S0201,Writer,Teamwork,84,79
S0201,Writer,Critical Thinking,94,91
S0201,Writer,Communication,84,52
S0201,Writer,Research,85,75
S0201,Artist,Coding,93,60
S0201,Artist,Empathy,90,51
S0201,Artist,Leadership,70,53
S0201,Artist,Research,76,38
S0201,Artist,Technical Skills,76,75
S0201,Scientist,Creativity,99,79
S0201,Scientist,Technical Skills,86,81
S0201,Scientist,Teamwork,74,55
S0201,Scientist,Problem Solving,77,74
S0201,Scientist,Empathy,95,61
S0201,Teacher,Creativity,94,93
S0201,Teacher,Empathy,67,42
S0201,Teacher,Teamwork,97,85
S0201,Teacher,Problem Solving,77,47
S0201,Teacher,Research,86,49
S0202,Lawyer,Teamwork,98,83
S0202,Lawyer,Communication,100,61
S0202,Lawyer,Creativity,95,95
S0202,Lawyer,Research,65,55
S0202,Lawyer,Leadership,70,69
S0202,Doctor,Teamwork,83,72
S0202,Doctor,Leadership,61,61
S0202,Doctor,Creativity,100,91
S0202,Doctor,Critical Thinking,75,38
S0202,Doctor,Problem Solving,66,43
S0202,Entrepreneur,Communication,85,45
S0202,Entrepreneur,Creativity,73,69
S0202,Entrepreneur,Teamwork,78,78
S0202,Entrepreneur,Research,97,62
S0202,Entrepreneur,Leadership,71,66
S0202,Artist,Communication,67,32
S0202,Artist,Research,98,71
S0202,Artist,Critical Thinking,90,79
S0202,Artist,Teamwork,62,55
S0202,Artist,Leadership,71,32
S0202,Pilot,Technical Skills,89,58
S0202,Pilot,Critical Thinking,100,80
S0202,Pilot,Creativity,85,49
S0202,Pilot,Coding,60,60
S0202,Pilot,Empathy,60,54
S0203,Writer,Empathy,73,62
S0203,Writer,Teamwork,78,59
S0203,Writer,Research,93,78
S0203,Writer,Creativity,76,63
S0203,Writer,Communication,92,62
S0203,Data Scientist,Teamwork,91,72
S0203,Data Scientist,Technical Skills,87,48
S0203,Data Scientist,Empathy,67,60
S0203,Data Scientist,Communication,89,49
S0203,Data Scientist,Leadership,63,28
S0203,Scientist,Research,94,83
S0203,Scientist,Critical Thinking,62,46
S0203,Scientist,Communication,63,61
S0203,Scientist,Creativity,99,84
S0203,Scientist,Teamwork,93,93
S0203,Lawyer,Coding,96,89
S0203,Lawyer,Creativity,71,58
S0203,Lawyer,Problem Solving,70,63
S0203,Lawyer,Technical Skills,84,84
S0203,Lawyer,Leadership,61,38
S0203,Pilot,Empathy,64,30
S0203,Pilot,Creativity,74,66
S0203,Pilot,Communication,82,71
S0203,Pilot,Research,88,64
S0203,Pilot,Technical Skills,70,47
S0204,Entrepreneur,Communication,67,61
S0204,Entrepreneur,Critical Thinking,87,58
S0204,Entrepreneur,Empathy,96,74
S0204,Entrepreneur,Coding,78,68
S0204,Entrepreneur,Teamwork,93,80
S0204,Pilot,Communication,66,61
S0204,Pilot,Leadership,85,57
S0204,Pilot,Research,92,85
S0204,Pilot,Technical Skills,67,40
S0204,Pilot,Critical Thinking,89,55
S0204,Artist,Leadership,66,45
S0204,Artist,Communication,72,40
S0204,Artist,Critical Thinking,85,69
S0204,Artist,Teamwork,70,43
S0204,Artist,Coding,88,74
S0204,Teacher,Critical Thinking,96,77
S0204,Teacher,Communication,65,35
S0204,Teacher,Coding,81,68
S0204,Teacher,Empathy,61,43
S0204,Teacher,Problem Solving,60,37
S0204,Lawyer,Creativity,63,42
S0204,Lawyer,Teamwork,61,33
S0204,Lawyer,Problem Solving,80,60
S0204,Lawyer,Leadership,60,27
S0204,Lawyer,Critical Thinking,76,44
S0205,Doctor,Technical Skills,88,85
S0205,Doctor,Communication,74,43
S0205,Doctor,Problem Solving,92,76
S0205,Doctor,Creativity,87,59
S0205,Doctor,Leadership,99,68
S0205,Lawyer,Critical Thinking,88,63
S0205,Lawyer,Empathy,77,59
S0205,Lawyer,Creativity,62,41
S0205,Lawyer,Coding,92,78
S0205,Lawyer,Technical Skills,80,60
S0205,Artist,Critical Thinking,70,41
S0205,Artist,Teamwork,98,70
S0205,Artist,Research,75,67
S0205,Artist,Coding,95,84
S0205,Artist,Creativity,96,95
S0205,Data Scientist,Teamwork,83,77
S0205,Data Scientist,Coding,65,55
S0205,Data Scientist,Creativity,64,52
S0205,Data Scientist,Empathy,76,75
S0205,Data Scientist,Critical Thinking,87,75
S0205,Writer,Leadership,98,96
S0205,Writer,Coding,83,82
S0205,Writer,Critical Thinking,71,52
S0205,Writer,Research,62,37
S0205,Writer,Problem Solving,80,76
S0206,Pilot,Teamwork,64,59
S0206,Pilot,Research,89,86
S0206,Pilot,Problem Solving,85,68
S0206,Pilot,Leadership,94,72
S0206,Pilot,Creativity,88,52
S0206,Entrepreneur,Leadership,65,55
S0206,Entrepreneur,Coding,76,73
S0206,Entrepreneur,Empathy,88,50
S0206,Entrepreneur,Teamwork,61,42
S0206,Entrepreneur,Technical Skills,100,81
S0206,Doctor,Coding,93,86
S0206,Doctor,Teamwork,96,93
S0206,Doctor,Creativity,67,61
S0206,Doctor,Problem Solving,77,56
S0206,Doctor,Technical Skills,86,55
S0206,Teacher,Leadership,97,76
S0206,Teacher,Research,68,51
S0206,Teacher,Coding,96,71
S0206,Teacher,Creativity,61,55
S0206,Teacher,Critical Thinking,90,88
S0206,Scientist,Empathy,79,58
S0206,Scientist,Communication,64,34
S0206,Scientist,Teamwork,89,87
S0206,Scientist,Creativity,68,59
S0206,Scientist,Leadership,73,38
S0207,Doctor,Critical Thinking,88,56
S0207,Doctor,Problem Solving,70,42
S0207,Doctor,Technical Skills,89,81
S0207,Doctor,Teamwork,80,68
S0207,Doctor,Communication,69,66
S0207,Engineer,Empathy,93,57
S0207,Engineer,Technical Skills,95,65
S0207,Engineer,Communication,75,52
S0207,Engineer,Problem Solving,92,61
S0207,Engineer,Research,71,42
S0207,Teacher,Communication,81,51
S0207,Teacher,Creativity,100,99
S0207,Teacher,Coding,70,54
S0207,Teacher,Technical Skills,61,22
S0207,Teacher,Leadership,75,39
S0207,Entrepreneur,Coding,98,65
S0207,Entrepreneur,Leadership,79,55
S0207,Entrepreneur,Empathy,78,44
S0207,Entrepreneur,Teamwork,78,61
S0207,Entrepreneur,Technical Skills,68,39
S0207,Pilot,Creativity,85,63
S0207,Pilot,Coding,68,53
S0207,Pilot,Empathy,98,94
S0207,Pilot,Communication,95,60
S0207,Pilot,Technical Skills,86,57
S0208,Writer,Leadership,81,67
S0208,Writer,Communication,75,56
S0208,Writer,Coding,60,36
S0208,Writer,Creativity,100,90
S0208,Writer,Teamwork,63,57
S0208,Lawyer,Leadership,63,56
S0208,Lawyer,Empathy,76,68
S0208,Lawyer,Creativity,65,42
S0208,Lawyer,Teamwork,85,73
S0208,Lawyer,Communication,76,55
S0208,Data Scientist,Communication,93,58
S0208,Data Scientist,Leadership,86,75
S0208,Data Scientist,Creativity,73,61
S0208,Data Scientist,Research,83,54
S0208,Data Scientist,Teamwork,62,44
S0208,Pilot,Problem Solving,67,48
S0208,Pilot,Empathy,73,56
S0208,Pilot,Technical Skills,78,69
S0208,Pilot,Communication,65,61
S0208,Pilot,Research,66,37
S0208,Entrepreneur,Technical Skills,81,51
S0208,Entrepreneur,Problem Solving,78,68
S0208,Entrepreneur,Coding,65,25
S0208,Entrepreneur,Communication,95,61
S0208,Entrepreneur,Research,79,68
S0209,Entrepreneur,Problem Solving,83,79
S0209,Entrepreneur,Leadership,70,31
S0209,Entrepreneur,Creativity,67,60
S0209,Entrepreneur,Empathy,86,69
S0209,Entrepreneur,Critical Thinking,91,52
S0209,Artist,Communication,97,59
S0209,Artist,Problem Solving,92,64
S0209,Artist,Leadership,71,55
S0209,Artist,Empathy,88,75
S0209,Artist,Teamwork,80,67
S0209,Scientist,Empathy,96,89
S0209,Scientist,Coding,83,68
S0209,Scientist,Research,60,57
S0209,Scientist,Communication,89,69
S0209,Scientist,Technical Skills,67,51
S0209,Teacher,Technical Skills,90,54
S0209,Teacher,Teamwork,71,56
S0209,Teacher,Creativity,63,42
S0209,Teacher,Leadership,89,54
S0209,Teacher,Communication,70,54
S0209,Lawyer,Technical Skills,92,87
S0209,Lawyer,Creativity,68,52
S0209,Lawyer,Teamwork,85,66
S0209,Lawyer,Critical Thinking,75,45
S0209,Lawyer,Empathy,94,54
S0210,Engineer,Leadership,63,23
S0210,Engineer,Communication,64,47
S0210,Engineer,Problem Solving,100,74
S0210,Engineer,Teamwork,60,33
S0210,Engineer,Technical Skills,86,49
S0210,Lawyer,Leadership,100,74
S0210,Lawyer,Teamwork,75,47
S0210,Lawyer,Critical Thinking,79,41
S0210,Lawyer,Creativity,66,57
S0210,Lawyer,Problem Solving,64,31
S0210,Teacher,Research,87,83
S0210,Teacher,Critical Thinking,77,49
S0210,Teacher,Leadership,65,43
S0210,Teacher,Communication,97,97
S0210,Teacher,Coding,66,60
S0210,Pilot,Communication,72,67
S0210,Pilot,Technical Skills,86,84
S0210,Pilot,Critical Thinking,60,44
S0210,Pilot,Teamwork,63,52
S0210,Pilot,Coding,90,80
S0210,Entrepreneur,Coding,74,34
S0210,Entrepreneur,Empathy,68,61
S0210,Entrepreneur,Leadership,71,68
S0210,Entrepreneur,Research,95,70
S0210,Entrepreneur,Problem Solving,65,49
S0211,Data Scientist,Empathy,62,33
S0211,Data Scientist,Coding,99,74
S0211,Data Scientist,Problem Solving,84,45
S0211,Data Scientist,Teamwork,98,58
S0211,Data Scientist,Communication,88,56
S0211,Entrepreneur,Problem Solving,64,46
S0211,Entrepreneur,Communication,65,48
S0211,Entrepreneur,Critical Thinking,77,69
S0211,Entrepreneur,Research,76,51
S0211,Entrepreneur,Technical Skills,60,30
S0211,Writer,Creativity,94,67
S0211,Writer,Research,64,42
S0211,Writer,Communication,97,74
S0211,Writer,Teamwork,70,37
S0211,Writer,Technical Skills,80,42
S0211,Artist,Empathy,90,63
S0211,Artist,Problem Solving,73,42
S0211,Artist,Research,98,66
S0211,Artist,Communication,70,33
S0211,Artist,Technical Skills,74,73
S0211,Engineer,Technical Skills,90,52
S0211,Engineer,Empathy,94,81
S0211,Engineer,Research,84,56
S0211,Engineer,Creativity,87,86
S0211,Engineer,Problem Solving,90,71
S0212,Engineer,Teamwork,98,81
S0212,Engineer,Critical Thinking,94,88
S0212,Engineer,Technical Skills,80,80
S0212,Engineer,Problem Solving,77,63
S0212,Engineer,Empathy,96,93
S0212,Lawyer,Creativity,68,35
S0212,Lawyer,Technical Skills,82,47
S0212,Lawyer,Leadership,100,74
S0212,Lawyer,Coding,99,59
S0212,Lawyer,Critical Thinking,84,57
S0212,Data Scientist,Critical Thinking,89,64
S0212,Data Scientist,Leadership,61,30
S0212,Data Scientist,Creativity,80,75
S0212,Data Scientist,Communication,70,65
S0212,Data Scientist,Coding,63,58
S0212,Writer,Coding,68,44
S0212,Writer,Problem Solving,79,61
S0212,Writer,Communication,66,33
S0212,Writer,Creativity,61,53
S0212,Writer,Teamwork,77,55
S0212,Teacher,Empathy,98,58
S0212,Teacher,Problem Solving,74,54
S0212,Teacher,Critical Thinking,85,62
S0212,Teacher,Coding,75,54
S0212,Teacher,Communication,70,53
S0213,Artist,Creativity,97,76
S0213,Artist,Research,62,34
S0213,Artist,Coding,86,63
S0213,Artist,Leadership,80,51
S0213,Artist,Technical Skills,74,43
S0213,Lawyer,Problem Solving,69,48
S0213,Lawyer,Coding,64,54
S0213,Lawyer,Technical Skills,70,49
S0213,Lawyer,Research,95,77
S0213,Lawyer,Leadership,86,57
S0213,Data Scientist,Empathy,80,70
S0213,Data Scientist,Critical Thinking,70,40
S0213,Data Scientist,Teamwork,97,57
S0213,Data Scientist,Technical Skills,71,32
S0213,Data Scientist,Creativity,77,41
S0213,Teacher,Leadership,85,54
S0213,Teacher,Technical Skills,76,39
S0213,Teacher,Communication,96,57
S0213,Teacher,Teamwork,63,54
S0213,Teacher,Problem Solving,63,49
S0213,Writer,Coding,60,57
S0213,Writer,Technical Skills,95,79
S0213,Writer,Problem Solving,65,44
S0213,Writer,Critical Thinking,96,91
S0213,Writer,Creativity,68,50
S0214,Pilot,Communication,74,40
S0214,Pilot,Leadership,81,77
S0214,Pilot,Technical Skills,72,34
S0214,Pilot,Creativity,90,66
S0214,Pilot,Empathy,75,54
S0214,Artist,Communication,68,41
S0214,Artist,Problem Solving,70,69
S0214,Artist,Leadership,77,74
S0214,Artist,Critical Thinking,92,70
S0214,Artist,Empathy,69,68
S0214,Engineer,Leadership,64,60
S0214,Engineer,Creativity,93,55
S0214,Engineer,Coding,91,58
