student_id,resource_id,resource_type,subject,usage_time_minutes,access_date
S0257,d977ef27-4be0-4c97-b316-2a84a9c69644,Article,Science,2,2025-03-15
S0257,55be173d-74b5-46b4-a3e7-66a76015fa87,Video,History,27,2025-01-09
S0257,4ee5eb07-4d58-4a7a-9bf6-45c98cab1912,Notes,Math,6,2025-03-11
S0257,ea83cb2f-3c81-49b3-80a2-d6ea4e511e89,Past Paper,History,6,2024-12-27
S0257,7b7178f8-f742-4069-9a53-e69f11f36a56,Flashcards,Math,5,2025-05-14
S0257,b0be7ab1-5d88-415c-ad6c-c2485fbf9f90,Flashcards,Economics,22,2025-04-24
S0258,5b461a3d-dc2d-42a8-acbd-89875bb2a6ed,Flashcards,English,21,2024-12-17
S0258,cb7139b7-6bb7-4ac5-a0fd-5fd597730024,Past Paper,Economics,14,2025-03-18
S0258,40d82643-cb5c-44ab-b8c2-c404959886da,Past Paper,Social Science,8,2025-04-08
S0259,a1b7762c-cc64-4ce1-bffd-69e6fc7c726d,Flashcards,History,6,2025-05-23
S0259,6ec98117-9a48-45f2-85f9-50d9a070e1db,Video,Social Science,16,2025-02-23
S0259,03a114bd-7dae-44f2-9d40-5cb09f8d3e0e,Notes,History,13,2025-03-30
S0259,a998bbb6-b191-4934-af68-838c67f6f8fb,Video,Science,23,2025-01-27
S0259,306af4cf-656b-4a18-b29e-fa9817a7c261,Article,Social Science,24,2025-01-01
S0259,3491427c-03e6-4789-8427-3ddb47e6ea76,Video,Science,18,2025-03-01
S0260,c0d90558-7159-482a-9fbd-62363ffde85a,Notes,English,4,2024-12-28
S0260,d3a0c060-21f0-40af-861c-8b0170043f58,Article,Economics,5,2024-12-31
S0260,78646ccc-a978-4ea9-a281-f24c310f53f1,Flashcards,Economics,3,2025-02-18
S0260,c501a495-2306-418f-8707-eaa40dcb5a8a,Flashcards,English,15,2025-05-09
S0260,3ba5988f-ef09-41d9-9a3f-2c35f299e1f5,Past Paper,English,25,2025-02-09
S0260,b56160f6-278a-49d3-94fc-178976c69660,Notes,Computer Science,14,2025-01-26
S0261,a0a4fce4-8efc-4cee-9354-f5fb6ae934d4,Past Paper,History,9,2025-01-16
S0261,3622d8ce-3b62-4b8e-b7a5-cf160a445f6c,Flashcards,History,13,2024-12-21
S0261,4d61c9d7-b12f-497c-b6e0-bf652c417734,Flashcards,English,12,2025-05-12
S0261,8f2f5f4a-fdf1-4527-9a9b-c4d86e8242a5,Notes,English,13,2025-02-19
S0262,972e52a9-f686-4eca-8a2a-9f1216ed6351,Past Paper,Social Science,27,2024-12-12
S0262,2297c371-d51a-4196-9de6-1266f6164b12,Past Paper,Economics,16,2025-03-19
S0262,ab398c62-984d-4fdb-8022-a362ca7e9760,Article,Science,28,2025-03-23
S0262,5aa32cde-1dd8-4c60-ac7e-5fc604bdf3a9,Notes,Science,27,2025-02-12
S0263,11c30d49-7a03-4515-a864-12c66eccefd6,Flashcards,Math,19,2025-03-03
S0263,7eb6cb62-7598-4754-9def-992303302181,Video,Computer Science,26,2025-01-09
S0263,3c436f61-01f1-46bd-bdd0-4f5d59bf9af6,Notes,History,10,2024-12-18
S0263,57604881-1f29-4092-bd6d-bfe2ad90e939,Article,History,24,2024-12-09
S0263,62542b34-61db-4bec-8a55-d2f61899acfe,Video,Math,6,2025-05-21
S0263,1ec879c3-7d4c-4e4d-bc49-d8d9b669b9f3,Flashcards,Science,20,2025-02-25
S0264,6ec91854-9b83-44d2-972d-1d0b6fb68f3c,Article,Computer Science,23,2025-03-06
S0264,f96e12fa-3df8-473c-822b-348be040416e,Past Paper,History,13,2025-03-24
S0264,7ced2970-87f4-4ccb-a927-16a430f09e75,Past Paper,History,15,2024-11-30
S0264,fda3d528-9abd-42c7-b31f-7fa0b0a97a6d,Video,Economics,22,2025-02-21
S0264,65545c57-581a-4e98-b07b-f46dec8f56f9,Past Paper,Computer Science,30,2024-12-14
S0265,2cb7eb8d-6742-4ca6-b656-31b9d3661cad,Notes,Computer Science,16,2024-12-25
S0265,0b3ba74e-728e-4aff-abaa-455a59b973e7,Article,Science,6,2025-01-29
S0265,ece8acf4-6e96-4884-aacb-ca831a2d6b7b,Flashcards,Science,19,2025-01-07
S0265,9407ded0-6ea9-4e0f-a067-b6f778db67b4,Past Paper,Economics,22,2025-02-08
S0265,9c8d5391-0fe9-463d-9aa2-1f61dfb22eee,Flashcards,Math,17,2025-01-04
S0266,fe8b988b-debe-4629-aea1-15e905e6c8ca,Past Paper,Math,5,2024-12-29
S0266,ed4270e5-9c18-46e3-94cd-72cb23fbcabe,Article,English,18,2025-03-13
S0266,1f282783-e88e-47a8-abe1-ae3b79d49780,Article,Economics,14,2025-01-22
S0267,b59c8e78-997a-497e-bc08-47c6192c0f7a,Flashcards,History,3,2025-04-19
S0267,206dc778-d5c4-4c6e-b4cb-5b09267523e4,Article,Science,13,2025-04-10
S0267,3fc531b8-8c28-4802-9ff1-2eeffbab1ff4,Past Paper,History,21,2025-04-27
S0268,e5ae614b-4e8f-4593-b6de-f5311fe3e997,Article,English,26,2025-04-10
S0268,0f680471-8276-4f15-a90f-420173c7b53b,Video,English,24,2025-03-14
S0268,e005f344-a60c-43e2-9f87-d6c2d088ee34,Notes,Computer Science,25,2025-05-21
S0268,4d4af2f6-0bbe-486b-8a85-2f0190e199c9,Article,History,19,2025-03-18
S0268,18f113fa-e0a6-4dc0-b2b9-84359cfca42a,Flashcards,Economics,16,2025-04-23
S0268,3068fb47-5b0e-4fce-ad1b-5e292d2e4e03,Video,Science,4,2024-12-21
S0269,5f858ec4-abb0-4eec-95bf-411b3d8d7269,Past Paper,Math,9,2025-03-14
S0269,a4097183-a40f-495d-a51a-64dea7d2f564,Video,Computer Science,23,2025-02-19
S0269,6ac7efb1-ee8d-4fd5-a6a9-a7b9563e9f37,Video,Computer Science,10,2024-12-14
S0270,d3602b8d-0f85-4efd-94c6-7b2cbfa8eda3,Video,English,23,2025-04-17
S0270,2485d669-65d9-4233-9aad-5eccd802b855,Notes,Math,23,2025-01-13
S0270,02ef1042-20ae-4194-8b84-6d585e899fb9,Past Paper,History,4,2025-03-02
S0270,8236af49-97ca-46e4-b366-62cc253d9bad,Notes,Economics,28,2025-02-23
S0270,f3902648-a0b7-4199-bf94-ed9ca13fde9c,Past Paper,History,14,2025-03-24
S0271,ab4f12ba-e449-4b4c-a2af-3e8a47ebd499,Notes,History,18,2024-12-04
S0271,8c4809c7-d848-4dad-b3b4-93f2feaf21b7,Article,History,14,2025-04-08
S0271,f98b2c71-2860-46e7-a1c2-ce531345050a,Video,English,13,2025-01-08
S0271,d64b2b19-2b1d-473e-b0d2-bf5db3f9c1f9,Notes,English,21,2025-05-21
S0271,a53f461b-7f02-468c-ac27-5d9da3eba599,Video,English,29,2025-05-22
S0271,cf2b4178-13db-492e-bcde-a5f3c8b40864,Flashcards,History,23,2025-02-19
S0271,6fd4cff9-a50e-4637-b636-f3720cdb3fd2,Video,English,6,2025-03-29
S0272,c6db96d3-8a78-430d-9efa-0192c3eef618,Article,Math,17,2025-02-09
S0272,3e5e4751-a60b-4463-a9dc-80cefb251c6d,Past Paper,Economics,18,2025-05-05
S0272,13bac392-8653-4d86-9ec2-3969afda9691,Notes,Social Science,23,2025-01-11
S0272,114f7ed8-23d1-4a4b-870d-6fe47b41e5ef,Past Paper,Social Science,3,2025-05-25
S0272,9cda3681-169e-4705-9e9b-a3e7dcac8ca6,Notes,Social Science,21,2024-12-31
S0273,20c515fd-ca35-4db7-a47b-0df357ee036f,Article,Science,15,2025-05-07
S0273,c5358c41-56df-4c30-90b9-6b8c1625e92f,Article,Social Science,6,2025-04-22
S0273,e41de649-26fa-4c3b-b7b0-a63721d93cab,Notes,Social Science,10,2024-11-28
S0273,821a2b89-455c-4b0a-9789-66ec1424a1b8,Article,Economics,18,2025-04-27
S0273,3bd7feee-e2fe-47d5-91c0-7295f35506f6,Flashcards,Economics,30,2024-12-19
S0273,b9c9e758-f3b4-455b-a620-97e29ffbd25c,Notes,Science,17,2025-03-02
S0274,98f4df20-e1ef-4dd6-84ef-c562c64ab4a1,Article,Social Science,2,2024-11-27
S0274,096ee1fe-4732-4638-bd08-fe86d940f087,Video,English,21,2025-03-10
S0274,d372a1c3-8d24-4e62-ba87-825686c05758,Past Paper,History,20,2025-05-04
S0274,e8346c64-2cc9-4f65-b5b9-3d480883804e,Video,Science,2,2024-11-27
S0275,cd1c1a11-ab24-434c-9769-556689897e45,Notes,Economics,15,2025-04-25
S0275,6a4f02e1-7356-49b5-a06d-89739983fe4d,Flashcards,English,26,2025-01-17
S0275,2626d3c3-dbfe-4515-ba5d-8b824bbfec5a,Past Paper,Computer Science,8,2024-12-11
S0276,469577f5-bca1-48d7-854a-504a9d8102c6,Past Paper,Math,23,2025-02-26
S0276,59bf09f2-e548-4099-b2e7-0eb78673e529,Flashcards,Computer Science,22,2025-01-08
S0276,8fd6e2dd-772b-44e7-98ea-0b9e2efbd1a6,Article,Science,3,2024-12-15
S0276,1f15a748-283b-4613-8451-d5b78fdd3868,Past Paper,Computer Science,12,2024-11-25
S0276,9765b8a1-a98b-40e1-a1aa-d415f69bd312,Article,Economics,19,2024-12-23
S0277,e3602225-75a6-4448-a6fb-fe3e1a8e5da3,Video,Science,27,2025-03-28
S0277,0ce662f9-39d3-4439-9ea2-107ec4861315,Flashcards,Economics,22,2025-03-27
S0277,2a8c67e8-f9ab-4213-a9eb-0f554dc2d66a,Video,English,12,2024-11-24
S0277,6f108279-1f21-4989-861e-2b2797c7073e,Notes,Math,17,2025-05-15
S0277,42f20c0a-770d-40e8-aa2f-2f6d65497adf,Video,Science,2,2025-05-15
S0277,04c706ca-38d1-4b5a-b4a6-e378222f5472,Video,Economics,28,2025-02-16
S0278,fa50a568-aa57-44e6-a608-fb24966ca87b,Flashcards,Computer Science,26,2025-05-21
S0278,8543c6cf-2eee-4503-baea-f8da3f78c548,Notes,Economics,3,2025-01-07
S0278,316c571f-bb44-4bfa-a5b2-f56bc701e39d,Notes,History,24,2025-05-14
S0278,9f958232-0b0d-482b-8544-d15011387d78,Video,History,24,2025-02-04
S0278,71f8f260-5e98-401c-9ba3-0ed277e67975,Flashcards,Science,22,2025-05-15
S0279,de1cf645-50e1-4e25-bd9a-8f09882b00b0,Notes,Social Science,8,2025-02-22
S0279,f8089687-7ba7-48ba-b52e-bb8e7621fdb4,Flashcards,Social Science,11,2025-04-03
S0279,72734b6e-8615-4c6c-9eec-28ff341f7706,Flashcards,Science,8,2025-03-16
S0279,fb218762-4ff1-4c76-80af-b1c0f6790661,Article,Social Science,5,2025-01-23
S0280,c73916ad-1e54-4acf-8d3e-c8cdee2301b9,Video,Computer Science,26,2024-12-01
S0280,ec9b8abb-5f2b-4730-9378-c92b07c2683c,Flashcards,Economics,4,2025-04-18
S0280,5d2645e1-27cb-48f4-8d4f-dc36a11c5684,Flashcards,Math,19,2024-12-09
S0281,5522f40f-5f1e-422c-805a-741c50fffd54,Past Paper,Math,29,2025-01-15
S0281,05864aa4-e8b5-4f88-950d-7b1810899439,Notes,English,9,2025-02-12
S0281,26501448-5797-420a-a7c3-720fe96ebe0f,Video,Science,16,2025-03-17
S0281,cd5c9fd6-5172-40f1-ac1b-442996623b91,Flashcards,Economics,13,2024-12-28
S0281,3d890316-efb7-4d89-8620-98652a8d1aee,Article,English,14,2024-12-24
S0282,dee35fb2-d8db-4bdc-97ac-c5472b64cb3e,Past Paper,Science,28,2025-01-14
S0282,07627b64-d265-42fc-bdc8-026f7e228fc1,Article,Economics,17,2025-05-04
S0282,a028d6a8-218e-4e44-aa2a-7b95bf75f574,Video,History,14,2025-03-06
S0282,75b09138-8f64-43a7-97b1-02b395ac1544,Article,Social Science,5,2024-12-31
S0282,0db889ae-17e3-49f7-99dd-c1ed2a205fbe,Notes,Computer Science,19,2025-01-01
S0282,56b75f58-03c1-475c-b8f6-9adb426e3db1,Article,Computer Science,23,2025-02-22
S0283,aa31c39a-7a70-42eb-991f-930154b229d1,Article,Economics,25,2025-02-19
S0283,37477746-d75f-47a7-b0e3-8b1caa25966b,Past Paper,Computer Science,10,2025-03-04
S0283,063957df-0fa7-40b8-be8d-88a191e271af,Notes,Science,19,2024-12-10
S0283,ec189582-96cd-437e-9223-2d70d2b738df,Flashcards,English,13,2025-03-16
S0283,01cc8ffe-772f-40d2-a4b8-427517f2985b,Past Paper,Economics,22,2025-03-26
S0283,8de7385b-a1f8-44d2-824c-b564cd6c1b99,Past Paper,Computer Science,21,2025-03-05
S0283,cee9fc18-3012-4dc6-b5a5-4f65eec4595a,Flashcards,English,24,2025-03-21
S0284,209d3ef0-2d0f-44d1-b990-53d445a0e4fe,Past Paper,Social Science,12,2025-04-05
S0284,0df33dd2-c764-4953-9420-e780f1b61377,Video,English,20,2025-05-01
S0284,b5f4221c-e588-4e0a-95a7-698bf7aec3c4,Flashcards,Economics,24,2025-01-14
S0284,2a098307-396c-443c-b2c6-8a2c69f3de86,Article,History,19,2025-03-23
S0284,b0402744-b429-4c39-95dc-47677003117b,Video,History,4,2024-12-16
S0284,6bd06548-d231-4294-aba1-3b05443312f9,Video,English,15,2024-12-24
S0285,d65e806d-246f-4174-b424-8d6f086ddf0c,Flashcards,English,16,2025-04-14
S0285,d49ff69f-f432-4cc6-84a5-2401c34598ec,Article,Math,21,2025-04-13
S0285,34eb2f49-e145-4bde-a372-7b3639ac60ad,Video,Economics,20,2025-05-24
S0285,8fad631d-f55e-44d8-b368-b6c3c1f08915,Notes,Science,18,2024-11-29
S0285,143e4689-9b4a-4673-84d1-2f04f81db87f,Notes,Math,23,2024-12-25
S0285,9a57b22e-8a61-4726-9c4b-2fcef39dc1dc,Past Paper,Science,11,2025-02-07
S0286,7bd85561-189d-4f71-a84a-64679eef0231,Past Paper,English,19,2024-12-30
S0286,73cd278c-bd50-438f-bb0a-96add53a8a37,Article,Social Science,9,2025-04-15
S0286,2a6fccbd-b99a-416a-8e6d-d3e64f55cec8,Past Paper,Computer Science,18,2024-12-03
S0286,6ddca06c-695e-47c2-a459-b866e725f2d5,Video,English,2,2025-02-18
S0286,3ce8564b-ef2b-4e81-82a4-acb1a7d09ba1,Notes,Social Science,26,2025-04-06
S0286,8a6800ac-be8c-4b50-8376-13ed885a7079,Past Paper,English,25,2025-02-11
S0286,1ad2f91d-84f9-4e3e-a302-e430ad3a61db,Past Paper,English,17,2025-02-11
S0287,be825f7b-5a38-4cbc-87f6-b149510524d8,Past Paper,History,10,2024-12-02
S0287,fb86a61a-2331-4ca6-bc34-61aa897549bf,Flashcards,English,8,2025-03-04
S0287,a12e6bab-49a2-48ab-9ba2-f4ddee2a48b3,Video,Math,13,2025-05-13
S0287,f9f70f19-609b-4fc2-babd-c546de6ae3b8,Article,Social Science,15,2025-04-29
S0288,d7f753ae-7b3b-4862-89f3-ee1ca22272a7,Flashcards,History,6,2025-03-05
S0288,725e5769-275b-44fb-9364-0da57f1b1ea1,Notes,Social Science,10,2025-01-17
S0288,96871c76-46a8-47fc-94f5-c25a056eb81f,Video,History,22,2025-01-17
S0288,065addce-cf43-4d8e-9341-a7c5b97c665a,Article,Social Science,24,2025-02-01
S0289,1883a3c4-be0c-48f3-b2ea-5edfd55a9a99,Video,History,19,2025-05-14
S0289,0ba42004-13b9-43d9-87bf-2325023c0a14,Video,Computer Science,24,2025-03-23
S0289,6b964c97-72a9-4884-85c7-48b86c06c2a5,Notes,Math,23,2025-05-20
S0289,66a8845c-194e-4974-9619-402a8fbc1033,Flashcards,Social Science,18,2025-01-06
S0290,0921a244-0790-41bb-a0b2-d1f4c534dec7,Flashcards,Science,7,2025-02-20
S0290,42eab4a2-5303-419e-bb64-a31208c96edf,Notes,English,29,2025-05-11
S0290,38d26433-2c01-42f2-9bd5-6b63adf65b78,Notes,English,2,2024-12-23
S0290,58378279-fbff-4a96-bf95-5083ef36bfc6,Video,History,22,2024-12-30
S0290,0127d10e-b288-425a-ae08-bacd94dbc8b8,Notes,English,21,2024-12-10
S0291,37019f37-f067-41d9-aa6f-8f75abef580f,Article,Social Science,24,2025-03-13
S0291,3d5b5a39-e312-4330-98fe-ae2788dcc80e,Notes,Science,6,2024-12-05
S0291,39eed609-9c37-40e7-b4f9-c34ad9c82ddb,Past Paper,Social Science,26,2024-12-06
S0291,2df46463-caf8-4c3a-973f-bd5a8e8df364,Flashcards,Science,3,2025-01-18
S0291,3c22cead-f572-4abd-a5c7-25a647ae26d8,Flashcards,Math,9,2025-04-02
S0291,38f92f0e-c1ce-4673-a373-754e7117932c,Past Paper,Social Science,30,2024-12-27
S0291,f9701ee3-e8df-4680-9dbc-46b3b0fd052c,Article,Computer Science,27,2025-01-13
S0292,b763d0c4-be3e-40a3-87f5-0840efcab334,Video,Science,22,2025-01-06
S0292,b2dec12a-d91a-4df3-b6c8-7a2e1677120d,Video,History,12,2025-03-22
S0292,ad27fc67-c34b-4998-b5e5-45f3c6c6c3c6,Video,Math,12,2025-05-10
S0292,4b8dc170-0bb8-4037-bb7d-5ea9da923452,Video,Computer Science,11,2025-03-04
S0292,8bbfc10f-fdcd-413b-bda9-546cf0a78d1c,Past Paper,Social Science,16,2025-01-09
S0293,b8720bba-c563-4f5b-ab68-dbadb91c86a4,Flashcards,English,24,2024-11-24
S0293,06922567-4a40-4679-a261-21be6b21053d,Video,Science,25,2025-02-19
S0293,16a61d9a-ba16-4fbd-bc6e-00194d492358,Past Paper,Computer Science,19,2025-02-26
S0293,4debe999-80e3-4188-bef4-5e65303c6331,Notes,Computer Science,9,2024-12-03
S0294,b46e7f25-9f85-4aa9-aae1-237f736410c0,Notes,History,9,2025-02-13
S0294,601072ea-8a0a-4dde-b260-bc2a76c454c6,Notes,Math,11,2025-04-30
S0294,af793fa5-29ef-4fc7-b186-be1f24e2625b,Video,English,12,2025-05-12
S0294,49d060b6-b2fe-429c-a739-0466c89bbbea,Past Paper,Math,2,2025-01-30
S0294,d840728b-0518-4268-b400-84df47d13368,Notes,History,16,2024-11-30
S0294,4d3731f9-793b-434e-b783-bc61cbec6ee4,Flashcards,Computer Science,22,2025-02-14
S0294,a19fae45-e3ca-4f46-8ef1-5983072f419e,Past Paper,Social Science,13,2025-04-15
S0295,71f6dc03-f7a3-4835-9d8b-224a253f42e9,Flashcards,Science,15,2025-04-18
S0295,1311f0c6-c1a1-456e-abad-ddc4202456be,Video,Social Science,21,2024-12-24
S0295,19eb58b2-be16-496f-9397-7db057728441,Article,Social Science,6,2025-01-22
S0295,44f23a88-8428-4218-ae5c-9fcfbb77806b,Past Paper,Computer Science,30,2025-01-19
S0296,4400c837-e6d1-474b-b98d-060aa5537ff6,Article,Computer Science,15,2025-05-25
S0296,e028a7e8-23bd-4b70-9785-8f9a0664ff42,Past Paper,History,9,2024-12-20
S0296,a7b62993-c347-48e8-b33a-7e68c3b3e012,Video,Science,30,2024-11-29
S0297,32a0a2ea-1c27-44e2-833b-e4b7a3501dc6,Past Paper,Computer Science,18,2025-04-06
S0297,989d7606-5f02-430e-8131-8caa6bf528cb,Article,Computer Science,30,2025-05-02
S0297,d203021d-593f-4b87-8107-b3b6f9e4e015,Article,History,6,2025-05-23
S0298,bc637884-fefa-4f52-a765-f0a9ed894998,Past Paper,Science,7,2025-01-17
S0298,e4431ba3-64e6-4b44-b350-8bf6da40700c,Video,Science,2,2025-03-31
S0298,3699f476-83c2-4e20-bab3-203e2a60425e,Video,History,27,2024-12-14
S0298,694b874e-802e-42ed-ad23-11744be45ba5,Article,Science,8,2025-02-08
S0298,08358e08-953f-4e7c-a316-884388f5e81a,Article,Economics,9,2025-02-21
S0298,8c92cc67-dea1-40e8-8125-2b3963bd309b,Past Paper,English,9,2025-04-22
S0299,ec283cd0-3ab0-4885-997c-43be17ac038a,Notes,Math,25,2024-12-19
S0299,48fd7f30-8d43-4780-bfcd-124cb1cbbdc5,Notes,Math,15,2025-05-16
S0299,0386ab81-957b-4d6b-9464-cee93cb5e7f8,Notes,Economics,12,2025-03-30
S0299,349de47e-4ca1-4002-97d5-c8007c475612,Flashcards,Science,18,2025-01-05
S0299,3f1d63fe-0220-4490-8336-4bca24d0f018,Video,Math,26,2025-04-28
S0300,b73cfae7-a0e8-48ce-b677-1b8a38a23dd6,Notes,Science,16,2025-02-26
S0300,ba032ba7-74b6-4748-ba89-22735080633f,Video,Economics,3,2024-12-21
S0300,82c037ef-3314-450d-a007-31b8cc57d4bc,Past Paper,Economics,2,2025-01-14
S0300,8e7e6480-1474-4c0b-a33f-33a855b068a7,Flashcards,Economics,12,2025-03-06
S0300,fb51f04f-4245-4e8c-9d56-8c3867de4a3b,Flashcards,English,23,2025-02-19
S0300,69719361-db13-4139-ba46-2493273a1173,Past Paper,Math,10,2025-02-05
S0300,084e9be8-5895-47a9-8a3c-d6b9d80208bb,Video,Science,24,2025-05-24
S0301,c266d89a-967d-40b7-9b0b-b1b9fba98c21,Past Paper,Computer Science,9,2025-03-03
S0301,a4f2c8d9-132e-425f-b12c-bf441178cb63,Article,English,6,2024-12-30
S0301,9d0403ef-a547-45b2-837c-a730b632aa03,Article,Computer Science,5,2025-03-04
S0301,27259231-1f32-4b81-a9ff-4505cd6dd263,Flashcards,Science,25,2025-04-11
S0301,1b50f095-47bb-4f85-b802-ea60e1201ce5,Notes,History,12,2025-01-28
S0301,a3cbcc3f-ccf0-4250-87f4-7e3387ea2d03,Notes,Math,8,2025-01-31
S0302,1ef9a92c-d68e-40b0-8d67-72e0fb768b73,Flashcards,Computer Science,20,2025-05-20
S0302,20194c88-5320-4630-a470-c2c48c12b1fd,Article,History,15,2025-05-09
S0302,02fcbb14-50f9-43ea-829e-f72969291486,Video,Economics,19,2025-02-28
S0302,3a8ceafc-b8e4-4568-950b-782039531f98,Article,English,14,2025-03-20
S0303,35b7c604-a106-4c7d-b94b-753df4e59332,Notes,English,13,2025-02-25
S0303,f658a985-904d-489a-9d05-d236d9ea868e,Article,Math,18,2025-01-17
S0303,3bb4aef3-be64-4b70-a0c6-de7a63b1f2b8,Video,Science,5,2025-05-23
S0303,0f59d7a9-6ded-468d-b5f8-81031bfb6a5a,Flashcards,Computer Science,27,2025-03-21
S0303,041c2426-27e5-4648-bcd0-630713974de1,Notes,Computer Science,3,2025-03-31
S0303,80a57358-5219-4e75-93fd-257f89714a55,Flashcards,English,30,2025-01-14
S0304,ca6049f4-4b17-48a3-8f39-e6dfb5f9ffde,Past Paper,Science,25,2025-05-19
S0304,a34b33ee-758b-4d8b-ba76-4e3f70dd9a96,Article,Computer Science,21,2025-02-28
S0304,84ba2f44-a800-49bf-976d-4099dab63646,Notes,Economics,23,2025-03-23
S0304,668337f0-c87c-4e3b-8ef3-e5c0ef3e3ec9,Past Paper,Science,5,2025-03-11
S0304,dda83849-60fb-4f69-8680-20f66c145932,Article,History,2,2024-12-08
S0304,a3f87b65-436c-42c2-ba01-85edca3d55ec,Notes,History,22,2024-11-27
S0304,44f580ff-03c9-4eb5-abde-1b2b5e42f8b4,Flashcards,History,29,2025-02-20
S0305,3e865273-a2b0-43cd-b775-4f8530587f99,Past Paper,Social Science,10,2024-11-25
S0305,d4f1dee4-3a69-4a0a-be79-39818b4468c3,Video,History,4,2024-12-16
S0305,ecda577b-003b-42b4-ace5-6937e9746058,Video,Social Science,24,2025-01-18
S0305,5630d514-5a0c-49eb-b9c4-055f8661f07c,Article,Computer Science,24,2025-03-15
S0305,d7700720-df94-4fe0-a4e1-18b106a3af0f,Article,English,7,2025-01-25
S0306,6f9c3e3a-76fe-450b-b71e-42ade46986cd,Notes,Economics,7,2025-04-21
S0306,f709c844-3c0e-4651-8027-9f4118e81cfc,Article,English,29,2025-05-16
S0306,7e1c41fe-8d33-4a43-86de-b7027a480862,Flashcards,Economics,25,2025-05-11
S0306,554ff411-5d65-4fab-b409-6e399b6ccdb2,Notes,English,27,2025-02-15
S0306,14fe3b52-0d0c-4a60-b8a6-77c6a21e45a7,Article,Social Science,11,2025-01-21
S0307,326dcda5-4f25-4127-85fe-0f9bfaec9847,Video,Science,10,2025-05-08
S0307,53988bbe-2b90-4429-8c4e-d4bc6f9f9051,Notes,Computer Science,27,2025-02-11
S0307,95f517ce-0eaa-4aa5-a503-c8dd0d51f241,Article,History,7,2025-05-17
S0308,27838522-33c4-4961-81de-d35a7e2860d2,Video,Science,27,2024-12-01
S0308,a59072fb-d0d4-483a-8045-7328e8ca15de,Notes,Social Science,4,2025-03-12
S0308,be0f874e-c5ce-45c9-9df1-32bc5ce82952,Video,Science,9,2025-03-03
S0308,901aac27-171f-40d9-b355-bdfaddf7d48f,Past Paper,English,23,2025-04-25
S0309,669f4a2f-3533-4e0b-a5c4-b28dc8374bd2,Article,Computer Science,21,2025-01-04
S0309,cac836c7-5b72-4012-9ca3-79fa9d4a1196,Past Paper,Math,4,2025-03-14
S0309,acf91258-1e6b-4db9-b692-8d6433196ad5,Notes,Economics,17,2025-04-24
S0309,06baaca1-2e58-4577-a9ae-19a8f061c71c,Flashcards,Social Science,20,2025-04-28
S0309,df2e705b-1ebe-4786-beb4-3506749344ef,Notes,Science,10,2025-05-25
S0309,96abf570-37ea-4142-9c2e-c6e121c89f06,Notes,History,12,2025-01-19
S0310,8e68f423-aceb-4728-accc-b77071c72f5b,Notes,Economics,10,2025-04-01
S0310,103a2873-b087-4b05-a63f-19c405b16291,Past Paper,Social Science,7,2025-01-20
S0310,6535e836-fc06-456e-9124-08d3019453e6,Past Paper,History,25,2024-12-28
S0310,6c46c3fd-b41e-4a51-9401-b6a665f5da2f,Article,Social Science,8,2024-12-12
S0311,2477eb5b-9081-45b4-8f2a-b75a6ddcdb3e,Article,History,11,2025-05-20
S0311,8bd9dda1-e8ef-497e-98ba-b1ac82fea7b8,Past Paper,History,7,2024-12-07
S0311,9770d0e2-81f9-4975-b0a7-88e4bc32bf11,Past Paper,English,2,2025-02-15
S0311,ee84c361-8168-4790-b00f-5559c01392f3,Article,Science,15,2024-12-31
S0311,5f0ee84b-7f04-47da-9f11-75585ee092a5,Video,History,14,2025-01-16
S0312,064d8248-334a-4757-afef-052e4d3db1d7,Notes,Computer Science,7,2025-04-09
S0312,b1c4d9d0-f91f-4222-bed8-e7023ce25639,Video,English,29,2025-05-17
S0312,d4763000-5e03-4042-bce2-35e516f7506a,Notes,Science,6,2025-04-06
S0312,be17ac78-4547-47a3-ad0b-fa5cba4838c4,Article,English,30,2025-04-22
S0312,81199fb8-e8b2-4161-bfe4-de7bee6d0051,Article,Social Science,30,2025-03-28
S0312,bb3f0007-33f3-46b0-8dca-ceeac50bd900,Article,Math,17,2025-05-22
S0312,148c4c95-5e76-49c1-8305-3673d334285b,Past Paper,Economics,15,2025-05-01
S0313,48064835-3693-446b-bd1e-3ff2257e56cc,Past Paper,Social Science,8,2025-04-02
S0313,aa4f74e0-2e40-4ad4-84fb-06a84a913058,Notes,English,21,2025-02-28
S0313,70ef7dbd-ccf8-4f1f-a5f0-c9300ad438d1,Notes,Computer Science,5,2024-12-12
S0313,437b0c85-25b0-40c3-8c50-e1995d3003be,Notes,Computer Science,21,2025-02-13
S0313,2b90450d-f835-4971-a269-5f537b6584a0,Flashcards,Math,20,2025-02-18
S0314,3b6c0005-fe84-4afe-9991-e3aa02d2c0fd,Flashcards,Science,19,2025-03-13
S0314,f8ae6eb9-cb3b-4906-b7e6-902e2180c239,Past Paper,Social Science,2,2025-04-27
S0314,8c8f18b5-f132-4cd8-8912-895bc41aa71e,Notes,Economics,15,2025-01-01
S0314,0b662d68-a29d-4a3d-8c29-35ce6bc237c6,Past Paper,Social Science,27,2025-04-29
S0314,d467bedd-7c8d-48e0-bd47-12615bd04caf,Flashcards,English,17,2025-04-09
S0314,9a9e231b-2110-4efd-988a-327727e03083,Video,Computer Science,29,2025-01-09
