student_id,task_id,subject,status,assigned_date,due_date,completed_date
S0278,ad045fa0-30d0-44ae-acf1-17d4d2500f41,Math,Completed,2025-05-19,2025-06-02,2025-06-02
S0279,0f7056c2-267a-4c18-abfe-7f7e75fb502b,Economics,Overdue,2025-01-07,2025-01-09,
S0279,e6a6231d-d3f7-4596-9180-c710597c75da,Computer Science,In Progress,2025-02-04,2025-02-08,
S0279,e51d9dd9-95cb-4e5f-afc8-1c40c571b079,Science,Overdue,2025-01-08,2025-01-22,
S0279,145d4129-88e5-4359-943c-6a1c913fd424,English,Overdue,2025-02-06,2025-02-13,
S0279,ea6da444-91c9-46e2-a3f8-c07c50268da0,English,Overdue,2025-03-24,2025-04-04,
S0280,7ff5ab70-b3a2-4717-a73e-75d6b6819755,Economics,Overdue,2025-03-14,2025-03-24,
S0280,e70a63e7-a912-4070-bca5-03db88eca436,Math,In Progress,2024-12-04,2024-12-17,
S0280,b90a4f7b-3e6a-4c51-9dcb-48829ceb79b7,History,Overdue,2025-05-04,2025-05-08,
S0280,fd695ef3-b29a-430d-b9ed-51d4472e2d5e,Computer Science,Completed,2025-03-31,2025-04-06,2025-04-06
S0280,cf034bb5-8a4a-4185-bd5b-e22ecc7ba398,Economics,Completed,2024-12-11,2024-12-16,2024-12-16
S0281,a4c0b750-16fe-48d9-bca6-acd5e01933c6,English,Completed,2024-12-29,2025-01-11,2025-01-11
S0281,c9bf54ce-5f85-4144-a582-01610ff7cf8d,Science,Completed,2025-03-28,2025-04-02,2025-04-02
S0281,01bdfe3f-896d-467a-9aeb-66b19d6e16ab,Economics,Completed,2025-05-20,2025-06-03,2025-06-03
S0281,e339ee4d-0b56-4837-8cda-1f41f3c424f0,History,Completed,2025-03-13,2025-03-14,2025-03-14
S0281,2f8a6d67-8eb2-4702-a7de-b74db5465769,Social Science,Completed,2025-03-24,2025-04-05,2025-04-05
S0281,ee618521-7230-4987-add9-9ee9433d5d2f,Science,Completed,2024-12-01,2024-12-10,2024-12-10
S0281,9b0f743e-1738-431a-afb2-600547c611de,Computer Science,Overdue,2025-05-21,2025-05-27,
S0281,33069697-1898-408b-bf8c-8242f4be42cd,Economics,In Progress,2025-02-05,2025-02-17,
S0282,c2d1c1a7-e417-460b-80b0-596bcb4b0d17,Science,Completed,2025-03-05,2025-03-19,2025-03-19
S0282,ef0f01b1-23f7-4f43-b827-915852e43f9f,Economics,In Progress,2025-01-11,2025-01-24,
S0282,d3068e4c-a99e-411c-b783-a79ad029d138,Computer Science,Overdue,2024-12-10,2024-12-19,
S0282,4af9a6fc-9a79-44fe-b6dd-a6f0923956fa,Science,In Progress,2025-03-12,2025-03-23,
S0282,2b48ffdd-b85c-4343-9aa2-404b69ade65c,History,In Progress,2025-04-01,2025-04-14,
S0282,685fdf7f-464f-480c-bb7f-5d579ca6d294,Science,Overdue,2025-04-18,2025-04-28,
S0282,bba77005-ed46-49ad-969e-31f4f36df6ca,English,Overdue,2025-05-15,2025-05-22,
S0282,33d2072e-a699-4ddb-a3f2-7615886b0236,Math,Overdue,2024-11-25,2024-12-05,
S0282,c68d7591-62c2-4b13-9a75-84ed040f5a3d,History,In Progress,2025-05-16,2025-05-27,
S0282,59e8e24e-fb67-4dd5-86f4-b7062cecfd1b,Economics,Completed,2025-03-09,2025-03-21,2025-03-21
S0283,75365fc8-f204-4693-9568-4848f065a5e5,History,In Progress,2024-12-11,2024-12-17,
S0283,32a45520-0b90-40b9-b41b-92d26e5361ab,English,In Progress,2025-01-14,2025-01-22,
S0283,83dacf78-c09a-4c8a-9127-9e6bb58d4028,English,In Progress,2025-05-16,2025-05-28,
S0283,59c22f22-73c4-4ded-a6f1-8dc4501a04f6,Math,Completed,2025-01-12,2025-01-23,2025-01-23
S0283,93e5845e-d8f6-4838-a38a-ab00fa64e5e5,Math,Overdue,2025-05-12,2025-05-13,
S0283,152380ec-0769-473d-ba0d-5a6b4bc7806c,Computer Science,In Progress,2024-12-09,2024-12-13,
S0283,d426fafa-3b18-4f0f-a066-855ab4a95e06,Computer Science,Overdue,2025-04-18,2025-04-28,
S0283,0bd2704f-3f8b-433c-9b80-7788d3df7d89,Math,Completed,2025-04-13,2025-04-20,2025-04-20
S0283,2f2a1fa7-8cf1-47c6-a5c7-3e7e1f8801fb,History,Overdue,2025-02-16,2025-02-27,
S0283,33b628ed-be95-416b-bb61-4c73a9e1ece5,Science,In Progress,2024-12-03,2024-12-12,
S0284,26103ba7-d339-4ed6-a2c7-11f90590420d,English,Completed,2025-01-24,2025-01-29,2025-01-29
S0284,9f415575-52b6-46ad-93d8-885bb9717c32,Social Science,Completed,2024-12-14,2024-12-15,2024-12-15
S0284,32b6fc68-7de8-47dd-80eb-c39b95e86528,Science,In Progress,2025-01-08,2025-01-12,
S0284,6860c52c-1cfb-40f0-ae93-19a60c82de42,Math,Completed,2025-03-15,2025-03-25,2025-03-25
S0284,85086139-fea8-428a-9ec6-2ce62b494dbc,History,In Progress,2025-01-11,2025-01-25,
S0284,50e31d32-f5d2-4576-82ea-33a5a069d999,Economics,Overdue,2025-05-15,2025-05-24,
S0284,96b23de5-6fa0-424b-89ab-5014362ca62f,Economics,In Progress,2024-12-27,2024-12-28,
S0284,050f3baa-5629-4515-b149-5ea1dd9ff4d2,Science,Overdue,2025-01-30,2025-02-11,
S0285,c36072cd-2242-41b7-8f5b-7f446d849458,English,Overdue,2024-12-03,2024-12-13,
S0285,ff06376b-bbf2-4ffe-b6ad-939e9b949825,Economics,Completed,2025-05-06,2025-05-18,2025-05-18
S0285,3a528f11-0636-4fcf-a7dc-ef609cb8de70,Computer Science,In Progress,2025-05-16,2025-05-28,
S0285,febdc727-8ea5-4dc5-b23b-485b956c92d7,History,Overdue,2025-02-05,2025-02-10,
S0285,6890dbe2-4807-4470-ad2f-989b229fb5a1,Math,Completed,2025-03-24,2025-04-01,2025-04-01
S0285,eb58fb81-4930-4f00-819a-dd685439a8fb,Social Science,In Progress,2025-01-16,2025-01-26,
S0285,d31dde7d-6edd-4146-921b-a98a4e0f4362,English,Completed,2025-04-22,2025-04-26,2025-04-26
S0286,cd7ee873-e35c-41a2-b825-b3e0364861f9,English,In Progress,2025-01-11,2025-01-21,
S0286,26ae0b20-cb69-4cfa-a7cd-ba8af0981dcb,Economics,Completed,2024-12-01,2024-12-07,2024-12-07
S0286,6da49bbd-11af-4029-afc1-a0a01b06cba1,History,Completed,2024-12-16,2024-12-28,2024-12-28
S0286,9784d028-cf9c-4f3f-aebe-b269111c19c3,Math,In Progress,2025-01-29,2025-02-11,
S0286,86bfb673-3331-471a-bddf-47d1e5db1f71,Computer Science,Overdue,2025-02-27,2025-03-13,
S0286,380fafed-105d-4dbf-bd62-aaa443de4a56,History,Overdue,2025-01-26,2025-01-28,
S0286,b0e79be2-9c9e-423f-a9c2-32818c4889b5,Science,In Progress,2025-05-04,2025-05-10,
S0287,dee6a27e-57b0-4bf7-92b2-903b31b87d56,Science,Overdue,2025-03-12,2025-03-19,
S0287,4dda0af4-79de-46fd-b680-02090912c751,History,Overdue,2025-01-16,2025-01-21,
S0287,9bc6f61b-8ee7-4284-9923-71906bc8f2cf,Math,Completed,2025-02-22,2025-03-03,2025-03-03
S0287,7c0d7741-013a-4bf9-946d-9b9e91dca6de,Computer Science,Overdue,2025-04-04,2025-04-08,
S0287,5b65efaf-b48a-45b3-a56d-b1a59b868b64,Computer Science,Overdue,2025-05-01,2025-05-09,
S0288,0b96c05f-6a07-4433-9125-cb4ee315c826,English,Overdue,2024-11-24,2024-12-07,
S0288,27a8893a-07a6-4a6f-9620-7a65ee35a2ca,Computer Science,Overdue,2025-02-06,2025-02-19,
S0288,43da8810-35d1-43ae-8431-bc457fd8182d,Social Science,Overdue,2025-03-13,2025-03-27,
S0288,50d59a8b-652b-4c16-a043-23301ed446fc,Math,In Progress,2025-02-13,2025-02-24,
S0288,bad40039-c9b4-4ee5-a6c5-b871379ff9f2,Social Science,In Progress,2024-12-26,2025-01-08,
S0288,f95ece98-8fce-4e7f-aa95-7cade0a67b7a,English,Completed,2024-12-16,2024-12-17,2024-12-17
S0288,3ad8385d-6c85-4274-8def-cf4f4f0f36c6,Social Science,In Progress,2024-12-02,2024-12-06,
S0289,0a7eacce-2746-42bd-8425-b54a1d610304,Social Science,In Progress,2025-04-26,2025-04-27,
S0289,477bddbc-757e-453c-bfbb-0745c9b9c324,Science,In Progress,2025-05-20,2025-06-03,
S0289,73f81ac8-13f2-4681-aa46-359fb13ae12e,Computer Science,In Progress,2025-02-04,2025-02-15,
S0289,8a9c5f0c-3852-4f78-b922-51e148fbb1ef,History,Completed,2025-01-09,2025-01-23,2025-01-23
S0289,08867e51-d837-4068-be7f-e5c7da7ddea8,Social Science,Completed,2024-11-30,2024-12-13,2024-12-13
S0289,bd372c74-46fc-45f7-a056-e29cec82529d,History,Completed,2024-12-26,2025-01-04,2025-01-04
S0289,d5efa21b-39f2-4c79-9a7f-4ec995af9c89,English,Overdue,2025-05-20,2025-05-22,
S0289,9c3b980c-e98a-49eb-998d-0c32d7bb18fc,Social Science,In Progress,2025-02-20,2025-03-06,
S0289,396a349d-af66-428f-934d-f8750c151872,English,In Progress,2025-03-31,2025-04-06,
S0290,27f9d614-76ef-44ab-a62d-8071cc299e30,English,Overdue,2025-03-23,2025-04-04,
S0290,ee9cd12a-edde-47ad-81a9-e6b4be68fdf3,History,Overdue,2025-03-12,2025-03-14,
S0290,24357059-b644-4711-aa20-a93477d506a8,Math,In Progress,2025-04-27,2025-05-04,
S0290,f44c0ba1-db46-49c3-92ad-937275feae4f,Math,In Progress,2025-04-24,2025-04-28,
S0290,7c85db55-ac70-458c-9001-e10eb99d5bd0,Economics,In Progress,2025-02-22,2025-03-06,
S0290,388fc3a6-96d8-435a-88ed-655e1b12e808,History,In Progress,2025-02-20,2025-02-25,
S0290,73970691-11d0-4d34-b40b-c495c3bea8a5,Science,Completed,2024-12-04,2024-12-17,2024-12-17
S0290,096e4b2b-98a5-4482-9693-046dc0fefe5e,Math,Overdue,2025-03-02,2025-03-12,
S0290,0e1ec698-af7a-4fd5-9026-c7449eda7dc7,Math,In Progress,2025-02-13,2025-02-17,
S0291,49eeedd6-cf0d-4360-929c-aba3d0f8f717,English,Completed,2025-03-13,2025-03-24,2025-03-24
S0291,af50ce14-6d7b-4fb0-910a-f46e5a8687c9,Computer Science,In Progress,2025-02-03,2025-02-04,
S0291,684c04ca-a70d-4b45-95ef-1db622380cfc,Social Science,Completed,2025-03-25,2025-04-05,2025-04-05
S0291,fe9903d7-13ac-4258-aae0-6d9df085e5bc,Economics,Completed,2025-04-04,2025-04-07,2025-04-07
S0291,bc97863a-a29b-4da0-935e-93c98f0ae8cf,Economics,Completed,2025-01-19,2025-02-01,2025-02-01
S0292,ebbabe5f-bd79-4acd-b6e9-ca1bfcddb084,Economics,Completed,2025-01-19,2025-01-24,2025-01-24
S0292,7353830d-edaa-4297-953d-aef726197c1b,Computer Science,Completed,2025-02-15,2025-02-21,2025-02-21
S0292,cbc88fea-d309-4257-86f4-0801625497a0,Math,Overdue,2025-01-01,2025-01-13,
S0292,76cd66b1-ddc8-4f14-8547-0816dede0f0a,Social Science,Completed,2024-12-31,2025-01-09,2025-01-09
S0292,e9f2dcdf-8431-4ea3-9d9a-0401f5251343,Science,Completed,2025-02-24,2025-02-28,2025-02-28
S0292,9df73414-d503-4e0f-af58-dcab5bdc26fa,History,Overdue,2025-04-27,2025-05-04,
S0293,7653c4f2-719f-48a9-873e-9321c93196e9,Computer Science,Overdue,2024-12-18,2024-12-27,
S0293,809ece53-fb85-4b05-ad70-40d835b5ba2e,Math,Overdue,2025-05-02,2025-05-12,
S0293,e584f7dd-982c-4681-98b6-a51bf5f8b144,Economics,Overdue,2025-01-09,2025-01-19,
S0293,b30302c8-7fd2-4562-b062-0cdd88f0d218,History,Completed,2025-03-06,2025-03-09,2025-03-09
S0293,1e28f0fc-e63e-4133-a4f2-57931acd8e42,Computer Science,In Progress,2025-03-08,2025-03-22,
S0293,63ac74b1-c491-4d1c-bbfa-aa3d1fd35b8d,Math,Completed,2025-04-03,2025-04-17,2025-04-17
S0294,1b867e8d-0838-4654-9e41-bee1dc9dd5ae,Computer Science,Completed,2025-03-27,2025-04-03,2025-04-03
S0294,f20ac329-072f-4bab-9326-dc0df4bce2af,History,Overdue,2025-05-20,2025-05-31,
S0294,e0adfe03-71bc-44cb-bf2c-6be82bfee487,Computer Science,Completed,2025-01-14,2025-01-16,2025-01-16
S0294,613f0d89-ee78-419d-8ef7-9d82ca013c3a,Economics,Completed,2024-12-12,2024-12-15,2024-12-15
S0294,4a15d892-1eed-424c-ad0c-df4cb4673b03,History,In Progress,2024-12-14,2024-12-27,
S0294,1c2e7c94-8ee3-4853-92da-949749cbcb6b,Math,Overdue,2024-12-20,2025-01-02,
S0294,4830fb6e-7e9a-4377-85aa-c44dab39f7db,Math,Completed,2025-02-18,2025-03-01,2025-03-01
S0294,6203feaa-87c4-4ab1-a983-5b36882639e6,Math,Overdue,2025-03-26,2025-03-29,
S0295,65f9f70b-d058-4c3f-be3f-91d5b70df30a,History,In Progress,2025-04-21,2025-05-01,
S0295,c4d48588-b998-4767-a674-49c87acade21,Economics,Completed,2025-01-24,2025-01-31,2025-01-31
S0295,8a1475d6-a9ff-4efc-865c-72a612a0e04b,Science,Completed,2025-03-23,2025-04-06,2025-04-06
S0295,bdd63bd2-601e-40c2-9961-a19037e347ca,Economics,In Progress,2025-01-02,2025-01-08,
S0295,8a299424-5acf-4a45-8608-d79e4b1bf97a,Science,Overdue,2024-12-09,2024-12-14,
S0295,5989077f-6ba6-445a-9cd0-68cd425d6eb4,Science,Overdue,2024-12-15,2024-12-17,
S0296,a50b4389-4bc6-4647-ad29-03dc51734439,English,In Progress,2025-03-29,2025-04-07,
S0296,f78d2916-7940-44ab-a629-55d6cfbee155,Economics,Overdue,2025-04-07,2025-04-21,
S0296,0229885a-b15b-4cd2-8f66-ab168eac554d,Math,Completed,2025-05-10,2025-05-20,2025-05-20
S0296,488ff961-7018-48cc-b1d1-73e507554244,Computer Science,Completed,2025-04-25,2025-04-27,2025-04-27
S0296,b3eadeef-b814-4b99-ae6b-6ea3e781915d,Math,Completed,2025-02-19,2025-02-20,2025-02-20
S0297,ccc8ab75-b5a3-4f5f-a09c-69269d3a1d36,Economics,In Progress,2025-02-26,2025-03-01,
S0297,3b0f613c-ec1e-41e5-b582-9864f53117c5,History,In Progress,2024-12-31,2025-01-01,
S0297,67adf97d-5d96-4ebe-a323-6c152c905f80,Science,In Progress,2025-03-20,2025-03-25,
S0297,2f46155d-22d8-4952-8db5-f5b43241f388,Economics,Completed,2025-01-24,2025-02-02,2025-02-02
S0297,3ecd176e-1c5e-4757-8a13-dc5a95660de5,Economics,In Progress,2025-02-17,2025-02-22,
S0297,bc4ee650-20c7-4613-ac29-58769941c3a1,History,Completed,2025-05-08,2025-05-20,2025-05-20
S0297,67497889-87bd-48f2-b170-159a78bccb38,English,Completed,2024-12-02,2024-12-11,2024-12-11
S0297,5f77693e-eb45-47ad-9b2b-4a7ef5734817,Economics,Completed,2025-03-09,2025-03-17,2025-03-17
S0297,b0e8dab2-f6e2-416f-816c-96f0efd3b094,English,In Progress,2025-04-01,2025-04-06,
S0297,41cd900d-56e7-4088-b869-d048d43f3fc6,Economics,Completed,2024-11-26,2024-12-02,2024-12-02
S0298,7a25f083-cee1-4460-8d87-e00cd2cdc1cc,History,Overdue,2025-04-29,2025-05-05,
S0298,fc0ba92c-eb65-42e1-b553-cd019e2b6bd0,Economics,Overdue,2025-01-14,2025-01-20,
S0298,b374efbf-25a5-4470-a597-0a8ed3061894,Computer Science,In Progress,2025-05-11,2025-05-25,
S0298,f582179b-96d9-4c04-aa9d-9d861de6cd23,English,In Progress,2025-04-21,2025-04-27,
S0298,6dedd477-6205-40ca-a491-823d81428193,Science,In Progress,2025-02-28,2025-03-05,
S0298,5f5b0409-75d7-41c9-842d-3f6682e1d752,Social Science,In Progress,2025-02-18,2025-02-19,
S0298,aa40a9ae-d6cc-4f23-aef7-2d6e1683d9c1,Social Science,Completed,2025-02-16,2025-03-01,2025-03-01
S0298,7e60623e-b72e-4fe6-8acd-db0fc315397c,Economics,Completed,2025-01-21,2025-01-23,2025-01-23
S0298,e15cd17b-f96e-4b23-a51e-80ec9b80c6fa,History,Overdue,2025-05-12,2025-05-16,
S0298,448ddbbe-0881-48d6-a9bc-8c5269c83282,English,Completed,2025-02-26,2025-03-08,2025-03-08
S0299,9eb2d515-5555-434a-bdfe-b6c6d8056be7,Economics,In Progress,2025-02-03,2025-02-06,
S0299,38ef1874-7c16-4d28-84a7-750cef8c2b8f,Computer Science,Overdue,2025-05-12,2025-05-17,
S0299,cd050a9c-24fc-409d-8865-7142b1ff3eff,English,Overdue,2024-12-28,2025-01-01,
S0299,f59d4656-61af-4201-b4ac-bd533d4383af,English,In Progress,2024-12-19,2025-01-01,
S0299,00f0ea48-3f9b-4033-8ebe-d05e3806c1a0,English,Completed,2025-02-24,2025-03-08,2025-03-08
S0300,9c34c8b9-2041-4da7-b52c-64d21acb01cf,English,Overdue,2025-04-04,2025-04-17,
S0300,8ef95662-213c-4aae-be8a-d60afbafe47f,History,Completed,2025-04-12,2025-04-21,2025-04-21
S0300,cc404dd8-93ad-46da-a296-dbf3eb9f3397,Math,Completed,2025-02-06,2025-02-09,2025-02-09
S0300,0ad4521b-e64a-4905-ba80-ed90b1e8348e,History,In Progress,2025-03-31,2025-04-03,
S0300,4762e6ef-93d5-46cd-87e3-e7942efd9ac0,Science,Overdue,2025-05-03,2025-05-07,
S0301,fa869cda-5b16-4bbf-9776-fc20a258c591,Science,Overdue,2024-12-25,2025-01-08,
S0301,2419b5a7-cb25-40f1-afe9-8bbffb8f9302,Social Science,Completed,2025-03-28,2025-04-07,2025-04-07
S0301,321fa0f6-583e-4697-9510-dce77f02f5c5,Economics,Completed,2025-05-15,2025-05-16,2025-05-16
S0301,8198b74b-b253-467c-82d9-6ea14defba45,Math,Completed,2025-04-02,2025-04-03,2025-04-03
S0301,fb51dbfd-de57-49c4-9d80-f7f701ad5154,Social Science,Overdue,2025-04-14,2025-04-15,
S0301,c0665e54-817c-4328-9db4-5f8255fdcd2a,Social Science,In Progress,2025-05-22,2025-05-30,
S0302,3c3177c5-9ec6-40cd-b1a3-393f8afd62d0,History,Overdue,2025-01-01,2025-01-13,
S0302,2566f8fe-35c2-4501-9ed7-74a5b92c5b4a,English,Overdue,2025-04-02,2025-04-11,
S0302,5768aa5c-32e5-4a94-9825-47f3b10822c8,Math,Completed,2025-02-05,2025-02-17,2025-02-17
S0302,3591f98e-4287-4656-af94-788baa773544,Computer Science,Overdue,2025-05-05,2025-05-16,
S0302,c998e0f2-7286-4cc2-a878-b61b5e8941da,Math,Overdue,2025-01-06,2025-01-14,
S0302,615e1ccd-b985-4105-b925-caff0b802a3b,English,In Progress,2025-01-21,2025-01-23,
S0303,a6e15fb8-7108-45a4-a302-25c12b65f0b1,Math,In Progress,2025-04-03,2025-04-04,
S0303,4f0aa1e3-03d6-4122-8132-15b75cd0c20b,History,In Progress,2025-04-30,2025-05-03,
S0303,3870bc11-1616-45ff-aa8d-cffd8ac4b088,Economics,Completed,2025-04-27,2025-04-28,2025-04-28
S0303,938b3045-4fde-4dae-8d64-28819d01dd10,Economics,Overdue,2025-02-10,2025-02-23,
S0303,fd6b4ae1-274a-40cc-b9ca-f50beacf7188,Computer Science,In Progress,2025-03-27,2025-04-03,
S0303,0d0fd17f-2f03-48b1-a727-babcae1b4534,Social Science,In Progress,2025-05-08,2025-05-11,
S0303,2f00d174-a8c4-48d5-9a22-cbdfa8dd4a5e,Computer Science,Overdue,2024-11-24,2024-11-26,
S0303,f2611d51-1c90-47f6-ab00-03127913050b,Computer Science,Overdue,2025-02-11,2025-02-19,
S0303,bd7d613f-d862-435b-8785-884e386a2a59,Computer Science,Overdue,2025-03-17,2025-03-21,
S0303,a3f978e4-1fc5-43bb-882b-fa00bd35f9b0,English,Overdue,2025-01-01,2025-01-12,
S0304,995471d1-38cb-4aec-ba69-0aaf2879c700,Science,In Progress,2025-05-02,2025-05-13,
S0304,0323a480-8ff0-437f-aac8-32f1ec99bf96,Math,In Progress,2025-04-30,2025-05-07,
S0304,31c732c5-060a-45cd-83d9-955d3076cbe2,History,In Progress,2025-05-13,2025-05-14,
S0304,f50cd96b-7ef0-4a8f-aadf-77f765749de5,Science,In Progress,2025-03-08,2025-03-09,
S0304,8c91338b-4e94-4c70-b12e-497186fe01bf,Science,Overdue,2025-03-21,2025-03-23,
S0304,449aeddb-dded-47ae-81c4-7303cb642d8c,Computer Science,Completed,2025-03-12,2025-03-13,2025-03-13
S0304,8370c016-83ec-4ee1-b421-5a3cb684ae82,English,Overdue,2025-05-16,2025-05-18,
S0305,9f8afce8-afce-4f80-bdef-d5de02efe4e3,Social Science,Completed,2025-02-01,2025-02-11,2025-02-11
S0305,09693b51-4fc7-4b63-b742-8bd6596b5ea7,Computer Science,Completed,2025-03-01,2025-03-02,2025-03-02
S0305,696cc493-e90f-4d91-8828-68698c3672e2,Computer Science,Overdue,2025-03-25,2025-04-07,
S0305,7aa81b7c-b7aa-4047-a0fe-14e3dbe442a4,History,In Progress,2024-12-11,2024-12-24,
S0305,1dc90b82-ff43-4f5e-9dc0-1cc6aa55d80b,English,In Progress,2025-02-18,2025-02-24,
S0305,91031ee6-ceba-44b9-ab61-324fd7fd16a5,History,Completed,2025-05-23,2025-05-28,2025-05-28
S0306,5784e971-859b-4add-a047-568045d39e60,History,Overdue,2025-03-21,2025-03-30,
S0306,78861afe-e4fd-4129-b278-cd9c2e61300c,Science,In Progress,2025-03-08,2025-03-14,
S0306,9bcf11f5-ca17-47b4-9bb8-7613a7c61232,Science,Completed,2024-12-05,2024-12-10,2024-12-10
S0306,01e3f392-25e2-4d95-adf8-6e95a8842817,Science,Completed,2025-02-07,2025-02-12,2025-02-12
S0306,4a5a8f24-03b9-4eaf-b249-6d5df4d5fc66,Math,In Progress,2025-05-22,2025-06-05,
S0306,d71462c3-cd1f-441a-b64e-68811a444214,Science,Completed,2025-01-26,2025-02-01,2025-02-01
S0306,3a21631f-fbca-4ba7-ace1-ee49bda80baf,Economics,Overdue,2024-12-28,2024-12-31,
S0306,ced6bc52-8ee5-47df-a9f3-872ed0551fc4,Computer Science,In Progress,2024-12-05,2024-12-12,
S0306,b66bb828-233f-489a-871b-99f1484f1425,Computer Science,Completed,2025-02-08,2025-02-09,2025-02-09
S0306,027febcc-ed1e-4822-b813-658fcc2b8f81,Science,In Progress,2025-02-20,2025-02-23,
S0307,c5976494-7ea4-4482-947b-3b654205ff06,Economics,Overdue,2025-01-04,2025-01-18,
S0307,430a3276-c05c-4290-975a-46483aca5762,Math,In Progress,2025-03-12,2025-03-17,
S0307,3296db96-e127-427b-9053-89bd511fe213,English,In Progress,2025-04-06,2025-04-16,
S0307,163e8459-3ffb-4c9e-bcd4-4b3156f98f45,Economics,Overdue,2025-01-23,2025-02-02,
S0307,6e255791-b38c-4d4a-b134-1587b4fc6437,English,Overdue,2025-03-04,2025-03-06,
S0307,a3bddbf6-ce86-4ad2-8964-9504580eb289,Economics,Overdue,2025-01-07,2025-01-13,
S0307,587c4914-3cc7-474e-bf17-eb9e8a8c1343,Economics,Completed,2025-01-01,2025-01-03,2025-01-03
S0308,2e140d8c-13e4-44b9-9e97-3a5da68a3097,Math,Overdue,2025-02-15,2025-02-19,
S0308,c9d9c72d-6cea-49a6-a15e-87504bee3fb4,Computer Science,Overdue,2025-05-14,2025-05-17,
S0308,d48815ca-277c-4b80-b3b3-daa750607889,Math,Completed,2025-05-07,2025-05-14,2025-05-14
S0308,72318631-6fc8-49b1-b443-60ccc3aede2f,Science,In Progress,2024-12-25,2025-01-02,
S0308,9424d3c9-4240-4878-914e-0eced13aa47b,Math,Completed,2025-05-21,2025-06-04,2025-06-04
S0308,a857e743-120f-4e5e-be7d-4a1ff549e318,Social Science,In Progress,2025-02-25,2025-03-02,
S0309,23fed85b-8a84-42eb-8ebb-e665039696dc,Computer Science,Completed,2025-02-10,2025-02-21,2025-02-21
S0309,54cac66b-d09c-44f6-9559-eb6e7c5b4992,Economics,Overdue,2024-12-11,2024-12-20,
S0309,a3928777-4623-4b4a-9d58-debde5b47d08,English,Completed,2024-12-19,2024-12-29,2024-12-29
S0309,5b38163d-aade-4787-89bc-3d8dea63ecc1,Economics,Overdue,2024-12-26,2024-12-30,
S0309,7e51682b-9f3e-42ee-b5e2-0c97e3cd6073,Economics,In Progress,2025-02-11,2025-02-24,
S0310,eefcfa29-3a40-458b-b279-c8b048b9618a,Math,In Progress,2025-03-11,2025-03-22,
S0310,2fa80a8e-5e61-4560-b962-854dc7115994,Social Science,Overdue,2025-01-01,2025-01-13,
S0310,5ad56ea8-8643-474d-a27d-f78249ee0cd1,Math,Overdue,2025-01-03,2025-01-11,
S0310,bf22d089-e6ed-4fab-93df-3a865d81c3b0,Science,Completed,2024-12-17,2024-12-19,2024-12-19
S0310,214581f4-ff58-4342-b2c9-2673c7d69d5e,English,Overdue,2024-12-18,2024-12-20,
S0310,07126d88-782f-4f87-867d-6fdd051cdcfd,Math,Completed,2025-01-23,2025-01-24,2025-01-24
S0311,861f44af-0784-4fc5-9729-25c387c3ea58,English,Overdue,2025-01-27,2025-02-06,
S0311,ea00c6ba-9c4b-45fe-8b4c-a6c39b6a6461,Computer Science,Overdue,2025-02-01,2025-02-11,
S0311,b53b1c3b-85cb-4dea-a377-d111f5b87b7f,Math,Overdue,2025-02-11,2025-02-17,
S0311,34428b08-bd21-4586-8749-f16928b7e132,Social Science,In Progress,2025-02-09,2025-02-19,
S0311,65f5b455-c0d4-40ef-9533-9c703afeb6f2,Economics,Overdue,2025-04-20,2025-04-26,
S0311,346d8640-3906-4234-9276-7d1949a96ee1,Computer Science,In Progress,2025-04-01,2025-04-06,
S0311,ba9c283a-5f20-4fb8-a8c2-42f0a7d0528b,History,Overdue,2025-03-12,2025-03-22,
S0311,38adfe1a-81e7-4311-9248-251b95dcdfb2,Math,In Progress,2025-04-21,2025-05-01,
S0311,2362f02b-e4d5-4f88-aef4-fc0ef087b2c2,Social Science,Completed,2024-12-31,2025-01-09,2025-01-09
S0312,ef2b7266-c75d-4fff-a807-0035fb80a11d,History,Overdue,2024-12-24,2024-12-25,
S0312,df8bcc14-347b-41a1-bf4b-cd1625e030b7,English,Completed,2025-04-07,2025-04-18,2025-04-18
S0312,bcaa0ba2-1c3e-4c85-a804-dfa9eca73e51,Math,Completed,2025-02-23,2025-03-02,2025-03-02
S0312,1ceae691-4d2a-4149-a192-db8fef2900a7,Economics,Completed,2024-12-12,2024-12-16,2024-12-16
S0312,dd365ec1-c70b-41d5-8b90-ea2a447afc49,English,Overdue,2024-12-14,2024-12-15,
S0312,3b745444-c18b-4d65-ba7b-536d6139f59c,Math,In Progress,2025-01-03,2025-01-10,
S0312,5186f799-9dfd-4707-9208-a9e955a73b48,Science,Completed,2024-12-21,2024-12-23,2024-12-23
S0313,32ad9c03-8b72-4778-83b3-8ac2c8574ad6,Computer Science,Completed,2025-05-16,2025-05-20,2025-05-20
S0313,54adbb41-5a6b-4b34-9407-8cadb2ffa98e,History,In Progress,2025-01-20,2025-01-24,
S0313,8c94fc4d-3e9d-4f4b-ab09-be7b1bd551a6,Social Science,Completed,2024-12-11,2024-12-19,2024-12-19
S0313,7c0bb304-b270-4903-b2de-71211f123955,Computer Science,Overdue,2024-12-30,2025-01-04,
S0313,61ea8743-66ab-4fc7-ab34-f4a5d81a4c2b,English,Overdue,2025-03-26,2025-04-04,
S0313,52aed7d7-f4ce-426c-921b-60c7709f633f,Computer Science,Overdue,2025-04-29,2025-05-08,
