student_id,badge,date_awarded
S0313,Improved Significantly,2025-04-27
S0313,Quiz Champion,2025-01-25
S0313,Quiz Champion,2025-03-13
S0314,Top Performer,2025-03-29
S0315,Top Performer,2025-04-25
S0315,Improved Significantly,2025-05-08
S0315,Subject Star,2025-01-28
S0315,Subject Star,2025-03-08
S0316,Top Performer,2025-04-08
S0316,Subject Star,2025-02-03
S0316,Consistent Learner,2025-01-15
S0316,Improved Significantly,2025-03-19
S0317,Subject Star,2025-01-29
S0318,Improved Significantly,2025-02-23
S0318,Subject Star,2025-05-23
S0319,Subject Star,2025-01-13
S0319,Consistent Learner,2025-03-18
S0319,Subject Star,2024-12-12
S0320,Top Performer,2025-03-29
S0320,Quiz Champion,2024-12-12
S0320,Subject Star,2025-05-17
S0321,Improved Significantly,2025-04-25
S0321,Top Performer,2024-12-17
S0321,Subject Star,2024-12-12
S0322,Consistent Learner,2024-12-09
S0322,Top Performer,2024-12-24
S0322,Improved Significantly,2025-05-10
S0323,Improved Significantly,2025-05-12
S0324,Consistent Learner,2025-02-27
S0325,Consistent Learner,2025-03-23
S0325,Subject Star,2025-03-31
S0326,Consistent Learner,2025-01-28
S0326,Consistent Learner,2024-12-10
S0326,Subject Star,2025-05-21
S0327,Top Performer,2025-03-14
S0328,Subject Star,2024-12-23
S0328,Consistent Learner,2025-01-26
S0328,Consistent Learner,2024-12-05
S0329,Consistent Learner,2025-03-25
S0329,Subject Star,2025-01-12
S0329,Quiz Champion,2025-01-11
S0329,Top Performer,2025-04-05
S0330,Consistent Learner,2025-04-13
S0330,Quiz Champion,2025-01-10
S0330,Improved Significantly,2025-05-19
S0330,Quiz Champion,2025-03-19
S0331,Consistent Learner,2025-04-19
S0331,Top Performer,2024-11-27
S0331,Subject Star,2025-02-20
S0332,Quiz Champion,2025-05-03
S0332,Top Performer,2024-12-21
S0332,Top Performer,2025-04-19
S0333,Consistent Learner,2025-03-18
S0333,Subject Star,2025-01-31
S0334,Top Performer,2025-04-26
S0335,Consistent Learner,2025-01-05
S0335,Subject Star,2025-02-04
S0335,Subject Star,2025-03-18
S0336,Quiz Champion,2024-12-29
S0337,Quiz Champion,2025-02-11
S0337,Consistent Learner,2025-03-22
S0337,Subject Star,2025-02-17
S0337,Subject Star,2025-02-05
S0338,Subject Star,2024-12-25
S0338,Improved Significantly,2025-02-12
S0339,Subject Star,2024-12-12
S0339,Top Performer,2025-04-03
S0339,Quiz Champion,2024-12-21
S0340,Improved Significantly,2025-02-17
S0340,Quiz Champion,2025-04-11
S0341,Subject Star,2025-02-07
S0341,Improved Significantly,2025-05-17
S0342,Consistent Learner,2025-03-21
S0343,Top Performer,2025-05-02
S0344,Improved Significantly,2025-03-22
S0345,Improved Significantly,2025-04-25
S0345,Quiz Champion,2025-02-27
S0345,Quiz Champion,2025-04-18
S0346,Consistent Learner,2025-01-31
S0346,Consistent Learner,2024-12-22
S0346,Quiz Champion,2024-12-30
S0347,Quiz Champion,2025-01-04
S0348,Improved Significantly,2025-03-23
S0348,Quiz Champion,2025-02-09
S0349,Top Performer,2025-05-15
S0349,Quiz Champion,2025-04-22
S0349,Quiz Champion,2025-04-27
S0350,Top Performer,2025-03-10
S0350,Subject Star,2025-04-12
S0350,Improved Significantly,2025-03-03
S0350,Improved Significantly,2025-03-11
S0351,Quiz Champion,2025-03-27
S0351,Improved Significantly,2025-03-02
S0351,Consistent Learner,2025-02-17
S0352,Consistent Learner,2025-03-10
S0353,Consistent Learner,2025-02-15
S0353,Improved Significantly,2025-05-07
S0354,Top Performer,2025-03-23
S0354,Improved Significantly,2025-01-17
S0354,Improved Significantly,2025-02-21
S0355,Subject Star,2025-05-16
S0355,Quiz Champion,2025-03-21
S0355,Consistent Learner,2025-03-29
S0356,Top Performer,2025-04-27
S0357,Top Performer,2024-12-31
S0358,Improved Significantly,2025-04-11
S0358,Consistent Learner,2025-03-13
S0358,Improved Significantly,2025-01-14
S0358,Top Performer,2025-04-11
S0359,Quiz Champion,2025-03-26
S0360,Consistent Learner,2025-01-15
S0360,Subject Star,2024-12-19
S0361,Consistent Learner,2024-12-11
S0361,Consistent Learner,2025-01-14
S0361,Consistent Learner,2025-05-17
S0362,Consistent Learner,2025-04-18
S0362,Top Performer,2025-04-13
S0363,Consistent Learner,2024-11-30
S0363,Quiz Champion,2024-12-01
S0363,Subject Star,2025-03-11
S0363,Consistent Learner,2025-02-19
S0364,Quiz Champion,2025-02-06
S0365,Top Performer,2025-03-15
S0365,Subject Star,2025-03-03
S0365,Top Performer,2025-03-04
S0366,Quiz Champion,2025-04-05
S0366,Subject Star,2025-01-08
S0366,Improved Significantly,2025-03-29
S0366,Subject Star,2025-04-29
S0367,Consistent Learner,2025-04-24
S0367,Consistent Learner,2025-05-08
S0367,Improved Significantly,2025-05-25
S0368,Improved Significantly,2025-05-03
S0369,Improved Significantly,2025-01-23
S0369,Consistent Learner,2025-01-26
S0370,Top Performer,2025-01-18
S0371,Subject Star,2024-12-11
S0371,Subject Star,2025-02-04
S0372,Consistent Learner,2024-12-18
S0373,Improved Significantly,2025-05-22
S0373,Improved Significantly,2025-04-01
S0373,Consistent Learner,2025-05-06
S0373,Improved Significantly,2024-12-23
S0374,Improved Significantly,2025-03-14
S0374,Consistent Learner,2025-03-23
S0374,Subject Star,2024-12-27
S0374,Improved Significantly,2025-04-17
S0375,Improved Significantly,2025-03-19
S0375,Consistent Learner,2025-02-24
S0375,Subject Star,2025-03-07
S0376,Improved Significantly,2025-02-03
S0377,Top Performer,2025-04-21
S0377,Improved Significantly,2025-04-20
S0378,Quiz Champion,2025-03-01
S0378,Consistent Learner,2025-04-20
S0379,Top Performer,2025-04-30
S0379,Quiz Champion,2025-03-22
S0380,Improved Significantly,2024-12-07
S0381,Subject Star,2024-12-15
S0381,Top Performer,2025-02-23
S0381,Top Performer,2024-12-22
S0382,Subject Star,2024-12-22
S0382,Consistent Learner,2024-12-10
S0382,Subject Star,2025-04-15
S0382,Subject Star,2025-04-26
S0383,Quiz Champion,2025-01-20
S0383,Subject Star,2024-12-02
S0383,Top Performer,2025-02-11
S0383,Consistent Learner,2024-12-01
S0384,Consistent Learner,2025-01-12
S0384,Top Performer,2025-02-02
S0384,Top Performer,2025-01-21
S0385,Improved Significantly,2025-03-21
S0385,Consistent Learner,2025-04-13
S0386,Consistent Learner,2025-03-10
S0386,Top Performer,2025-02-08
S0387,Quiz Champion,2025-05-07
S0387,Consistent Learner,2024-12-18
S0387,Consistent Learner,2025-03-28
S0388,Quiz Champion,2025-02-19
S0388,Top Performer,2025-02-06
S0388,Improved Significantly,2025-01-11
S0389,Improved Significantly,2025-04-22
S0389,Improved Significantly,2025-04-24
S0389,Consistent Learner,2025-03-06
S0390,Subject Star,2024-12-04
S0390,Consistent Learner,2025-04-08
S0390,Subject Star,2024-12-22
S0391,Subject Star,2025-05-01
S0391,Consistent Learner,2025-04-22
S0391,Quiz Champion,2025-03-06
S0391,Subject Star,2025-03-11
S0392,Subject Star,2024-12-24
S0393,Top Performer,2025-01-12
S0393,Consistent Learner,2025-01-08
S0393,Top Performer,2025-05-12
S0393,Quiz Champion,2025-03-27
S0394,Subject Star,2025-01-20
S0394,Top Performer,2025-05-12
S0395,Consistent Learner,2025-03-22
S0395,Quiz Champion,2025-05-06
S0395,Improved Significantly,2025-04-11
S0395,Consistent Learner,2025-05-23
S0396,Top Performer,2024-12-07
S0396,Subject Star,2024-12-26
S0396,Consistent Learner,2024-12-13
S0397,Quiz Champion,2025-03-01
S0397,Consistent Learner,2025-03-10
S0397,Quiz Champion,2025-01-03
S0398,Improved Significantly,2025-02-17
S0399,Subject Star,2024-12-23
S0399,Quiz Champion,2025-03-19
S0400,Top Performer,2025-01-21
S0400,Top Performer,2024-12-28
S0401,Consistent Learner,2025-03-24
S0401,Improved Significantly,2025-04-07
S0401,Subject Star,2025-01-28
S0401,Top Performer,2025-05-11
S0402,Improved Significantly,2025-02-05
S0403,Top Performer,2025-03-21
S0403,Subject Star,2025-05-21
S0403,Improved Significantly,2025-05-24
S0404,Consistent Learner,2024-12-03
S0405,Improved Significantly,2024-12-19
S0406,Quiz Champion,2025-01-27
S0407,Quiz Champion,2025-02-28
S0408,Consistent Learner,2024-11-30
S0408,Consistent Learner,2025-02-05
S0408,Quiz Champion,2025-01-03
S0408,Quiz Champion,2025-03-31
S0409,Improved Significantly,2025-05-19
S0409,Top Performer,2025-02-11
S0409,Improved Significantly,2025-03-30
S0410,Improved Significantly,2025-01-24
S0411,Subject Star,2025-01-23
S0411,Subject Star,2025-01-05
S0412,Subject Star,2025-05-23
S0412,Subject Star,2025-02-20
S0412,Improved Significantly,2025-03-07
S0412,Subject Star,2025-02-11
S0413,Top Performer,2025-04-04
S0413,Improved Significantly,2025-01-09
S0413,Quiz Champion,2025-03-25
S0414,Improved Significantly,2025-05-12
S0415,Subject Star,2024-11-24
S0416,Subject Star,2025-01-26
S0417,Improved Significantly,2025-02-08
S0417,Quiz Champion,2024-11-28
S0418,Quiz Champion,2025-02-11
S0419,Consistent Learner,2025-04-13
S0419,Improved Significantly,2024-12-31
S0420,Subject Star,2024-12-30
S0420,Subject Star,2025-03-08
S0420,Quiz Champion,2025-04-26
S0420,Improved Significantly,2025-05-17
S0421,Quiz Champion,2025-05-08
S0421,Subject Star,2025-01-17
S0421,Top Performer,2025-02-11
S0421,Top Performer,2024-12-29
S0422,Subject Star,2024-12-16
S0422,Quiz Champion,2025-02-07
S0423,Top Performer,2024-12-09
S0424,Top Performer,2025-04-27
S0424,Subject Star,2025-01-02
S0424,Consistent Learner,2024-12-14
S0424,Quiz Champion,2025-01-10
S0425,Consistent Learner,2024-12-30
S0426,Subject Star,2025-03-09
S0427,Improved Significantly,2025-03-28
S0427,Subject Star,2025-01-19
S0427,Top Performer,2025-02-24
S0428,Improved Significantly,2025-05-22
S0429,Top Performer,2025-02-28
S0429,Top Performer,2024-12-08
S0430,Subject Star,2025-05-18
S0430,Top Performer,2025-05-06
S0430,Subject Star,2025-03-25
S0431,Quiz Champion,2025-02-15
S0431,Improved Significantly,2024-12-26
S0431,Top Performer,2024-12-04
S0432,Top Performer,2025-02-16
S0432,Top Performer,2025-03-23
S0432,Quiz Champion,2024-12-04
S0432,Top Performer,2025-05-25
S0433,Improved Significantly,2025-01-09
S0433,Quiz Champion,2025-02-13
S0434,Subject Star,2025-05-16
S0434,Improved Significantly,2025-03-10
S0434,Quiz Champion,2025-05-24
S0435,Improved Significantly,2025-02-28
S0435,Top Performer,2025-03-31
S0436,Top Performer,2025-01-19
S0437,Quiz Champion,2025-03-24
S0438,Quiz Champion,2025-01-29
S0438,Top Performer,2025-03-16
S0439,Top Performer,2025-01-15
S0440,Quiz Champion,2025-05-04
S0440,Subject Star,2025-03-22
S0440,Subject Star,2024-12-10
S0440,Subject Star,2025-05-16
S0441,Improved Significantly,2025-05-15
S0441,Improved Significantly,2025-03-08
S0441,Subject Star,2025-03-10
S0442,Improved Significantly,2025-05-09
S0442,Quiz Champion,2025-02-28
S0442,Improved Significantly,2024-12-16
S0442,Improved Significantly,2025-02-07
S0443,Consistent Learner,2025-02-12
S0443,Top Performer,2025-02-22
S0443,Improved Significantly,2025-03-12
S0444,Consistent Learner,2025-05-14
S0444,Top Performer,2025-05-01
S0444,Improved Significantly,2025-02-10
S0444,Subject Star,2025-01-11
S0445,Consistent Learner,2025-05-01
S0445,Subject Star,2025-04-08
S0446,Improved Significantly,2025-01-22
S0447,Consistent Learner,2025-01-31
S0447,Top Performer,2025-05-13
S0447,Quiz Champion,2025-04-22
S0448,Subject Star,2025-02-11
S0448,Top Performer,2025-05-02
S0449,Improved Significantly,2025-01-13
S0449,Consistent Learner,2025-04-07
S0449,Improved Significantly,2025-01-03
S0450,Subject Star,2025-05-02
S0451,Improved Significantly,2024-12-26
S0452,Quiz Champion,2025-03-30
S0453,Subject Star,2024-12-04
S0453,Consistent Learner,2025-04-14
S0454,Consistent Learner,2025-01-25
S0455,Improved Significantly,2025-03-18
S0455,Improved Significantly,2024-12-26
S0455,Subject Star,2025-03-13
S0456,Consistent Learner,2025-01-31
S0456,Top Performer,2025-02-24
S0457,Subject Star,2025-03-14
S0457,Consistent Learner,2025-04-11
S0457,Quiz Champion,2025-02-06
S0457,Improved Significantly,2025-05-11
S0458,Improved Significantly,2025-04-16
S0459,Consistent Learner,2025-04-30
S0459,Quiz Champion,2025-04-09
S0459,Improved Significantly,2025-02-21
S0459,Consistent Learner,2025-01-27
S0460,Quiz Champion,2025-05-10
S0460,Quiz Champion,2025-04-03
S0460,Consistent Learner,2025-03-18
S0461,Top Performer,2025-04-17
S0461,Improved Significantly,2025-05-13
S0461,Subject Star,2025-01-09
S0461,Improved Significantly,2025-01-06
S0462,Improved Significantly,2025-01-18
S0462,Improved Significantly,2025-03-22
S0462,Consistent Learner,2024-12-08
S0462,Consistent Learner,2024-12-03
S0463,Subject Star,2025-05-14
S0463,Consistent Learner,2025-05-11
S0464,Consistent Learner,2025-03-05
S0465,Improved Significantly,2024-11-30
S0465,Top Performer,2025-01-10
S0465,Quiz Champion,2025-02-25
S0465,Subject Star,2025-03-06
S0466,Consistent Learner,2025-01-02
S0466,Improved Significantly,2025-01-22
S0466,Consistent Learner,2025-01-25
S0466,Quiz Champion,2025-03-11
S0467,Top Performer,2024-11-27
S0467,Improved Significantly,2025-03-09
S0468,Subject Star,2024-11-29
S0469,Consistent Learner,2025-04-01
S0470,Subject Star,2024-11-25
S0470,Consistent Learner,2025-01-01
S0471,Quiz Champion,2025-03-01
S0471,Top Performer,2024-12-02
S0471,Quiz Champion,2025-04-27
S0471,Quiz Champion,2025-04-29
S0472,Subject Star,2024-12-16
S0472,Top Performer,2024-12-01
S0473,Consistent Learner,2024-12-04
S0473,Improved Significantly,2025-05-17
S0474,Consistent Learner,2025-01-31
S0474,Subject Star,2024-12-18
S0474,Improved Significantly,2025-01-21
S0474,Quiz Champion,2024-11-25
S0475,Quiz Champion,2025-04-28
S0475,Quiz Champion,2025-05-25
S0476,Subject Star,2025-03-24
S0476,Consistent Learner,2025-05-23
S0476,Subject Star,2025-05-22
S0476,Consistent Learner,2025-03-01
S0477,Subject Star,2025-03-01
S0477,Improved Significantly,2025-03-31
S0477,Top Performer,2025-01-15
S0478,Improved Significantly,2025-01-16
S0478,Top Performer,2025-03-20
S0478,Improved Significantly,2025-04-09
S0478,Improved Significantly,2024-12-20
S0479,Top Performer,2025-03-12
S0479,Quiz Champion,2025-05-07
S0479,Subject Star,2025-03-16
S0480,Subject Star,2025-02-17
S0480,Top Performer,2024-12-13
S0481,Consistent Learner,2025-04-03
S0481,Top Performer,2025-03-03
S0481,Top Performer,2025-01-02
S0481,Subject Star,2025-03-25
S0482,Consistent Learner,2025-01-30
S0482,Improved Significantly,2025-01-18
S0483,Improved Significantly,2025-02-08
S0483,Improved Significantly,2025-01-17
S0483,Consistent Learner,2025-01-30
S0483,Consistent Learner,2025-05-13
S0484,Subject Star,2024-11-24
S0484,Quiz Champion,2025-01-12
S0485,Top Performer,2025-05-07
S0486,Subject Star,2025-04-14
S0486,Improved Significantly,2025-02-14
S0487,Subject Star,2025-04-21
S0487,Top Performer,2025-01-15
S0487,Consistent Learner,2025-02-04
S0487,Consistent Learner,2025-05-22
S0488,Subject Star,2024-12-14
S0488,Quiz Champion,2025-04-15
S0489,Top Performer,2025-01-04
S0489,Top Performer,2025-03-21
S0489,Consistent Learner,2025-05-15
S0489,Subject Star,2025-02-21
S0490,Top Performer,2024-12-27
S0490,Subject Star,2025-04-03
S0490,Top Performer,2024-11-29
S0491,Improved Significantly,2025-01-16
S0491,Quiz Champion,2025-02-21
S0491,Subject Star,2025-02-06
S0492,Improved Significantly,2025-05-21
S0493,Improved Significantly,2025-04-21
S0493,Subject Star,2025-03-19
S0493,Subject Star,2025-02-22
S0494,Consistent Learner,2024-12-11
S0494,Quiz Champion,2025-04-12
S0494,Subject Star,2024-12-11
S0495,Subject Star,2025-02-05
S0495,Quiz Champion,2025-04-07
S0495,Top Performer,2025-04-30
S0495,Top Performer,2025-02-07
S0496,Consistent Learner,2025-02-25
S0496,Subject Star,2024-12-02
S0496,Quiz Champion,2025-04-29
S0497,Quiz Champion,2025-01-20
S0498,Consistent Learner,2025-01-17
S0498,Subject Star,2025-02-16
S0499,Quiz Champion,2025-02-09
S0499,Top Performer,2025-04-26
S0499,Quiz Champion,2025-05-23
S0500,Consistent Learner,2025-01-18
S0500,Subject Star,2025-04-09
S0501,Improved Significantly,2024-12-15
S0501,Improved Significantly,2024-12-16
S0501,Quiz Champion,2025-04-27
S0501,Improved Significantly,2024-11-25
S0502,Improved Significantly,2025-05-19
S0502,Top Performer,2024-12-29
S0502,Top Performer,2025-02-17
S0503,Top Performer,2025-04-25
S0503,Top Performer,2025-03-04
S0504,Top Performer,2025-03-17
S0504,Subject Star,2025-03-13
S0505,Top Performer,2025-05-07
S0505,Consistent Learner,2025-03-19
S0505,Quiz Champion,2025-01-19
S0506,Top Performer,2025-03-25
S0506,Top Performer,2025-04-26
S0507,Consistent Learner,2024-12-31
S0507,Quiz Champion,2025-02-03
S0508,Top Performer,2025-03-10
S0508,Top Performer,2025-04-16
S0509,Improved Significantly,2024-12-10
S0509,Subject Star,2024-12-16
S0509,Quiz Champion,2025-04-01
S0510,Subject Star,2025-03-10
S0510,Consistent Learner,2025-03-26
S0510,Subject Star,2025-04-30
S0511,Top Performer,2025-03-15
S0511,Consistent Learner,2025-01-03
S0511,Improved Significantly,2024-12-27
S0512,Improved Significantly,2025-01-10
S0512,Consistent Learner,2024-12-24
S0512,Improved Significantly,2025-05-14
S0513,Top Performer,2024-11-24
S0513,Consistent Learner,2024-12-06
S0513,Improved Significantly,2025-01-14
S0513,Quiz Champion,2024-12-30
S0514,Quiz Champion,2025-05-23
S0514,Top Performer,2025-02-10
S0514,Consistent Learner,2025-02-13
S0514,Quiz Champion,2025-05-04
S0515,Consistent Learner,2025-01-13
S0515,Quiz Champion,2025-01-15
S0515,Top Performer,2024-12-14
S0515,Improved Significantly,2025-05-02
S0516,Top Performer,2024-12-06
S0516,Consistent Learner,2025-02-11
S0516,Top Performer,2025-03-22
S0516,Subject Star,2025-03-13
S0517,Subject Star,2025-05-19
S0517,Consistent Learner,2024-12-26
S0517,Subject Star,2025-03-12
S0518,Consistent Learner,2025-01-16
S0519,Top Performer,2025-01-13
S0519,Quiz Champion,2025-01-14
S0519,Consistent Learner,2025-03-12
S0520,Top Performer,2025-05-04
S0520,Quiz Champion,2025-01-09
S0521,Subject Star,2025-01-05
S0521,Improved Significantly,2025-03-07
S0521,Quiz Champion,2025-04-06
S0522,Subject Star,2025-03-13
S0522,Quiz Champion,2025-05-21
S0523,Consistent Learner,2025-03-14
S0524,Subject Star,2025-04-24
S0524,Subject Star,2025-03-30
S0525,Quiz Champion,2025-03-31
S0525,Consistent Learner,2024-12-23
S0526,Subject Star,2025-04-04
S0526,Quiz Champion,2025-02-09
S0527,Subject Star,2024-12-29
S0527,Improved Significantly,2024-12-02
S0527,Quiz Champion,2025-04-09
S0528,Consistent Learner,2025-03-03
S0528,Quiz Champion,2025-03-08
S0528,Subject Star,2025-01-15
S0529,Top Performer,2024-12-25
S0529,Improved Significantly,2025-03-14
S0530,Consistent Learner,2025-02-19
S0530,Consistent Learner,2025-01-26
S0530,Subject Star,2024-12-05
S0530,Quiz Champion,2025-02-22
S0531,Quiz Champion,2025-03-26
S0531,Top Performer,2025-04-22
S0532,Consistent Learner,2024-12-18
S0532,Quiz Champion,2025-05-15
S0532,Top Performer,2025-01-14
S0533,Consistent Learner,2024-12-11
S0533,Consistent Learner,2024-12-12
S0533,Quiz Champion,2025-03-08
S0533,Top Performer,2025-04-23
S0534,Improved Significantly,2025-05-17
S0535,Subject Star,2025-01-18
S0535,Top Performer,2025-04-04
S0536,Top Performer,2025-05-09
S0536,Quiz Champion,2025-04-27
S0536,Consistent Learner,2025-03-15
S0537,Subject Star,2025-03-17
S0537,Consistent Learner,2024-12-23
S0537,Subject Star,2025-01-12
S0538,Improved Significantly,2025-04-01
S0538,Subject Star,2025-04-30
S0538,Consistent Learner,2025-02-15
S0538,Subject Star,2025-02-19
S0539,Subject Star,2025-02-24
S0539,Quiz Champion,2024-12-18
S0539,Improved Significantly,2025-01-17
S0540,Improved Significantly,2025-05-09
S0540,Subject Star,2024-12-13
S0540,Subject Star,2025-01-24
S0541,Top Performer,2024-12-04
S0542,Improved Significantly,2025-04-12
S0542,Subject Star,2025-04-25
S0543,Consistent Learner,2024-12-01
S0543,Consistent Learner,2025-03-07
S0543,Quiz Champion,2025-03-12
S0544,Improved Significantly,2024-12-13
S0544,Improved Significantly,2025-04-10
S0544,Quiz Champion,2025-05-02
S0545,Top Performer,2025-02-02
S0545,Quiz Champion,2025-04-29
S0545,Improved Significantly,2025-04-19
S0546,Subject Star,2025-04-30
S0546,Top Performer,2025-03-22
S0547,Quiz Champion,2025-02-07
S0547,Quiz Champion,2025-04-26
S0548,Improved Significantly,2025-03-13
S0548,Subject Star,2025-05-15
S0549,Subject Star,2025-03-15
S0550,Top Performer,2025-04-14
S0550,Consistent Learner,2025-05-15
S0550,Subject Star,2024-12-19
S0550,Improved Significantly,2024-11-26
S0551,Quiz Champion,2025-04-10
S0551,Top Performer,2025-05-10
S0552,Quiz Champion,2024-12-22
S0552,Top Performer,2025-02-08
S0552,Consistent Learner,2025-04-26
S0552,Top Performer,2025-04-15
S0553,Top Performer,2024-12-07
S0553,Top Performer,2025-05-13
S0553,Top Performer,2025-01-12
S0553,Improved Significantly,2025-03-19
S0554,Quiz Champion,2025-05-21
S0554,Top Performer,2025-01-06
S0554,Quiz Champion,2024-12-06
S0555,Consistent Learner,2025-04-07
S0555,Consistent Learner,2025-05-20
S0555,Improved Significantly,2025-01-13
S0555,Top Performer,2025-03-18
S0556,Subject Star,2025-04-20
S0556,Consistent Learner,2024-12-03
S0556,Subject Star,2025-03-01
S0557,Top Performer,2025-03-24
S0557,Consistent Learner,2025-04-13
S0558,Quiz Champion,2024-12-24
S0559,Subject Star,2025-05-24
S0559,Improved Significantly,2025-04-06
S0559,Consistent Learner,2025-01-03
S0560,Consistent Learner,2024-12-30
S0560,Improved Significantly,2025-02-11
S0560,Subject Star,2025-03-20
S0560,Quiz Champion,2025-05-24
S0561,Improved Significantly,2025-02-14
S0561,Subject Star,2025-04-07
S0561,Top Performer,2025-01-30
S0561,Improved Significantly,2025-01-31
S0562,Top Performer,2025-03-01
S0562,Quiz Champion,2024-12-13
S0563,Consistent Learner,2025-01-12
S0563,Top Performer,2024-12-08
S0563,Quiz Champion,2025-05-02
S0563,Improved Significantly,2025-01-18
S0564,Quiz Champion,2025-03-07
S0564,Subject Star,2024-12-04
S0564,Quiz Champion,2025-02-04
S0564,Improved Significantly,2025-01-10
S0565,Quiz Champion,2025-02-10
S0565,Subject Star,2025-04-30
S0566,Consistent Learner,2025-02-21
S0567,Quiz Champion,2024-12-08
S0567,Top Performer,2025-01-16
S0567,Quiz Champion,2025-02-20
S0567,Consistent Learner,2025-04-12
S0568,Improved Significantly,2025-04-09
S0569,Improved Significantly,2025-04-16
S0569,Subject Star,2024-12-10
S0569,Subject Star,2024-12-28
S0570,Improved Significantly,2025-03-28
S0570,Improved Significantly,2025-04-27
S0571,Consistent Learner,2025-02-03
S0571,Subject Star,2025-03-17
S0571,Subject Star,2025-05-07
S0572,Consistent Learner,2024-12-05
S0572,Top Performer,2025-03-28
S0572,Quiz Champion,2025-01-05
S0573,Improved Significantly,2025-04-14
S0573,Improved Significantly,2025-01-08
S0573,Top Performer,2025-01-10
S0573,Consistent Learner,2025-03-08
S0574,Quiz Champion,2024-12-25
S0574,Improved Significantly,2025-03-29
S0574,Quiz Champion,2025-05-06
S0574,Quiz Champion,2025-05-25
S0575,Consistent Learner,2025-02-08
S0575,Quiz Champion,2025-05-15
S0575,Improved Significantly,2025-01-21
S0576,Improved Significantly,2025-05-01
S0576,Improved Significantly,2025-02-22
S0576,Top Performer,2025-02-16
S0577,Top Performer,2024-12-26
S0577,Consistent Learner,2025-01-14
S0577,Consistent Learner,2024-12-24
S0577,Subject Star,2024-11-25
S0578,Improved Significantly,2025-04-17
S0579,Improved Significantly,2025-03-28
S0579,Top Performer,2024-12-05
S0579,Consistent Learner,2025-03-03
S0580,Consistent Learner,2025-04-14
S0580,Quiz Champion,2024-12-16
S0581,Consistent Learner,2025-04-01
S0581,Consistent Learner,2025-02-23
S0582,Subject Star,2024-12-13
S0583,Improved Significantly,2025-05-06
S0584,Improved Significantly,2025-03-12
S0585,Improved Significantly,2025-01-27
S0586,Quiz Champion,2025-04-08
S0586,Improved Significantly,2024-12-19
S0586,Quiz Champion,2024-12-09
S0586,Quiz Champion,2025-01-16
S0587,Consistent Learner,2025-01-02
S0587,Improved Significantly,2025-03-08
S0587,Consistent Learner,2025-01-10
S0587,Consistent Learner,2025-04-14
S0588,Consistent Learner,2025-01-09
S0589,Top Performer,2025-04-07
S0589,Top Performer,2025-04-29
S0589,Improved Significantly,2024-12-12
S0589,Improved Significantly,2025-01-16
S0590,Top Performer,2025-04-07
S0591,Top Performer,2025-04-17
S0591,Quiz Champion,2025-04-15
S0591,Improved Significantly,2025-01-13
S0592,Subject Star,2025-04-25
S0593,Improved Significantly,2025-03-12
S0593,Subject Star,2025-02-06
S0593,Top Performer,2025-04-05
S0593,Consistent Learner,2025-01-01
S0594,Consistent Learner,2024-12-26
S0594,Subject Star,2025-03-19
S0595,Top Performer,2025-05-01
S0595,Consistent Learner,2025-03-14
S0595,Subject Star,2024-12-02
S0595,Subject Star,2025-02-24
S0596,Quiz Champion,2025-02-18
S0597,Improved Significantly,2025-03-09
S0598,Consistent Learner,2025-04-03
S0598,Top Performer,2025-03-30
S0599,Consistent Learner,2025-01-28
S0599,Top Performer,2024-12-31
S0599,Top Performer,2024-12-19
S0600,Quiz Champion,2024-12-29
S0600,Consistent Learner,2025-04-13
S0600,Improved Significantly,2025-01-03
S0600,Quiz Champion,2025-05-25
S0601,Subject Star,2024-12-04
S0601,Quiz Champion,2025-03-06
S0601,Improved Significantly,2025-02-10
S0601,Subject Star,2025-04-07
S0602,Quiz Champion,2025-02-05
S0602,Improved Significantly,2024-12-26
S0602,Quiz Champion,2024-12-20
S0603,Quiz Champion,2025-02-06
S0603,Improved Significantly,2025-01-26
S0604,Consistent Learner,2024-12-19
S0604,Subject Star,2025-02-10
S0605,Consistent Learner,2025-01-14
S0605,Top Performer,2025-01-08
S0605,Quiz Champion,2024-12-02
S0605,Improved Significantly,2024-12-10
S0606,Consistent Learner,2025-03-07
S0607,Consistent Learner,2025-03-07
S0608,Improved Significantly,2024-12-05
S0608,Improved Significantly,2025-04-07
S0609,Top Performer,2025-04-17
S0609,Consistent Learner,2025-05-19
S0609,Quiz Champion,2024-12-04
S0609,Consistent Learner,2025-02-05
S0610,Subject Star,2025-04-26
S0611,Quiz Champion,2025-02-25
S0611,Top Performer,2024-12-24
S0611,Top Performer,2025-02-24
S0612,Consistent Learner,2025-02-18
S0612,Improved Significantly,2025-01-06
S0612,Top Performer,2024-12-07
S0612,Top Performer,2025-04-16
S0613,Subject Star,2025-01-24
S0613,Subject Star,2025-02-27
S0613,Quiz Champion,2024-11-26
S0614,Quiz Champion,2025-05-11
S0615,Quiz Champion,2025-02-15
S0615,Quiz Champion,2025-03-04
S0616,Top Performer,2025-05-15
S0616,Consistent Learner,2025-03-05
S0617,Subject Star,2024-12-05
S0617,Improved Significantly,2025-02-09
S0617,Quiz Champion,2025-01-30
S0618,Top Performer,2025-04-22
S0618,Consistent Learner,2025-04-25
S0618,Top Performer,2024-12-26
S0619,Top Performer,2024-12-11
S0619,Top Performer,2025-02-03
S0620,Top Performer,2025-04-14
