user_id,role,activity,timestamp
P0559,parent,login,2025-05-10 08:47:40.448483
S0416,teacher,view_dashboard,2025-01-09 07:12:33.073505
P0180,parent,update_profile,2025-01-02 02:15:20.670994
P0816,student,update_profile,2025-04-05 10:16:33.772708
T011,student,update_profile,2025-05-19 21:52:17.526418
S0963,teacher,view_report,2025-03-07 15:03:03.432502
P0501,teacher,update_profile,2025-02-21 01:24:55.059501
S0456,parent,view_dashboard,2025-05-17 11:37:57.530004
S0440,teacher,attempt_quiz,2025-03-25 18:18:45.961294
P0529,teacher,chat_mentor,2025-03-21 11:13:03.224932
S0029,teacher,login,2025-04-06 06:31:50.362769
S0477,parent,login,2025-05-15 04:12:13.642569
P0210,student,update_profile,2025-04-11 18:00:21.844082
P0841,student,attempt_quiz,2025-03-11 22:57:49.364394
S0396,parent,view_report,2025-01-12 01:00:15.574169
P0759,teacher,login,2025-03-23 05:17:32.126153
S0382,parent,view_dashboard,2025-03-09 15:03:41.494432
S0811,student,attempt_quiz,2025-01-17 13:47:08.906476
S0542,student,login,2025-03-05 08:35:29.246451
P0863,teacher,login,2025-05-08 02:57:29.071113
P0312,student,view_dashboard,2025-05-01 21:57:53.254116
P0802,student,update_profile,2025-04-09 11:04:24.588400
S0072,parent,view_report,2025-02-27 23:19:08.165858
S0730,teacher,chat_mentor,2025-02-02 23:37:54.748682
S0275,student,attempt_quiz,2025-01-12 08:39:52.694644
P0523,teacher,login,2025-04-27 17:52:29.139989
S0041,student,view_report,2025-01-17 23:13:52.273914
P0384,teacher,view_report,2025-01-19 15:55:55.013239
P0182,parent,attempt_quiz,2025-02-10 19:20:43.087327
S0205,parent,view_dashboard,2025-01-03 16:00:39.225214
S0327,teacher,attempt_quiz,2025-03-24 02:40:44.107329
P0570,student,update_profile,2025-01-20 12:03:05.018145
P0288,student,login,2025-02-04 01:28:09.048599
P0243,teacher,view_report,2025-04-29 14:26:50.963777
P0232,teacher,login,2025-04-04 06:51:47.876910
P0926,parent,view_dashboard,2025-04-19 15:36:58.719179
S0296,teacher,update_profile,2025-04-28 23:50:50.871960
P0920,teacher,login,2025-03-18 10:52:09.213629
P0173,parent,view_report,2025-02-23 03:30:44.493443
P0113,teacher,view_dashboard,2025-03-05 07:34:09.967351
P0495,teacher,attempt_quiz,2025-05-18 00:01:32.197083
P0743,parent,chat_mentor,2025-04-06 19:39:05.169713
S0420,student,view_dashboard,2025-03-24 15:03:50.748923
S0765,student,chat_mentor,2025-02-18 21:18:51.034596
P0695,teacher,view_dashboard,2025-03-11 12:20:02.961129
S0380,teacher,login,2025-05-19 16:19:13.878196
S0543,parent,view_report,2025-05-11 21:41:12.007139
P0350,student,view_dashboard,2025-02-25 09:14:59.298786
S0859,student,login,2025-02-19 00:03:36.769976
P0063,parent,login,2025-05-09 06:06:44.615000
S0073,student,attempt_quiz,2025-01-22 10:46:24.154281
S0784,parent,chat_mentor,2025-04-12 12:35:34.318114
S0204,parent,chat_mentor,2025-02-23 08:30:18.723935
S0441,student,chat_mentor,2025-02-26 20:19:19.172483
S0025,student,update_profile,2025-03-10 16:06:36.620365
S0818,teacher,view_report,2025-03-04 18:48:31.380453
P0307,student,login,2025-01-09 10:02:11.354802
P0884,student,login,2025-04-28 09:39:16.733223
S0066,parent,attempt_quiz,2025-03-12 03:47:11.971482
P0567,student,chat_mentor,2025-01-05 15:09:17.318598
P0800,teacher,view_report,2025-02-02 09:26:02.438039
S0278,student,update_profile,2025-01-29 04:21:01.095824
S0739,student,chat_mentor,2025-02-25 12:22:56.466974
P0933,parent,update_profile,2025-04-27 09:35:07.573310
S0064,student,attempt_quiz,2025-05-07 21:19:04.338550
S0953,teacher,update_profile,2025-02-27 01:27:56.139315
S0642,student,login,2025-01-03 17:09:27.717478
S0197,teacher,view_dashboard,2025-01-05 20:45:26.601105
S0280,teacher,update_profile,2025-04-17 16:06:06.312489
P0948,student,login,2025-01-22 23:17:45.008826
P0606,teacher,view_dashboard,2025-05-09 17:33:09.766511
P0231,teacher,login,2025-02-19 03:08:08.106543
S0389,student,view_report,2025-04-29 01:57:03.361087
S0925,student,view_dashboard,2025-02-11 18:42:00.160833
S0192,student,view_dashboard,2025-03-16 12:28:02.414196
P0078,teacher,update_profile,2025-04-03 21:31:07.681481
S0085,parent,update_profile,2025-01-18 21:27:54.759249
S0968,student,view_report,2025-02-13 04:50:33.792696
S0799,teacher,view_dashboard,2025-02-09 09:47:32.248732
S0381,student,login,2025-05-22 02:15:17.096583
P0618,teacher,attempt_quiz,2025-02-12 19:43:58.585311
P0753,parent,attempt_quiz,2025-03-15 01:12:45.262524
P0493,teacher,login,2025-04-09 06:01:56.610176
T016,student,update_profile,2025-05-14 10:42:40.575124
S0343,parent,login,2025-04-05 13:14:50.012083
S0971,student,chat_mentor,2025-04-14 17:50:30.741845
S0526,teacher,view_dashboard,2025-04-15 07:17:02.090834
S0834,student,view_dashboard,2025-03-30 13:34:29.248497
P0660,student,attempt_quiz,2025-02-16 04:04:53.357914
S0601,student,view_dashboard,2025-03-19 20:01:24.034611
S0739,student,login,2025-04-26 06:07:26.759049
P0297,teacher,login,2025-04-02 19:46:21.513473
S0296,teacher,view_dashboard,2025-02-07 02:48:24.608593
S0440,parent,attempt_quiz,2025-03-12 22:19:54.967895
P0517,student,view_dashboard,2025-02-03 00:12:02.097063
P0925,parent,view_report,2025-05-24 23:46:44.568133
P0466,student,update_profile,2025-05-08 12:55:32.815804
S0557,teacher,view_report,2025-02-03 00:24:56.837596
P0657,teacher,chat_mentor,2025-02-26 12:43:07.013268
P0780,student,chat_mentor,2025-02-26 13:45:25.848540
P0234,student,view_dashboard,2025-05-08 19:12:37.956009
P0352,student,chat_mentor,2025-01-17 03:49:23.736492
P0284,parent,attempt_quiz,2025-03-27 23:06:26.013848
S0647,student,view_dashboard,2025-05-18 16:32:16.295791
P0861,student,chat_mentor,2025-04-13 07:53:26.649880
S0838,student,view_report,2025-05-07 19:13:05.793546
S0954,parent,attempt_quiz,2025-05-01 14:55:27.080440
P0445,parent,login,2025-05-17 02:59:19.902219
P0958,parent,view_dashboard,2025-01-05 16:37:47.561369
S0554,teacher,view_report,2025-01-05 13:12:31.113665
S0736,parent,update_profile,2025-01-02 13:17:54.419440
S0719,student,chat_mentor,2025-03-28 02:32:35.463507
S0076,student,login,2025-02-24 23:24:59.947662
S0218,parent,view_report,2025-04-12 05:08:36.550666
S0227,teacher,update_profile,2025-03-12 01:47:22.538208
P0161,student,view_dashboard,2025-05-16 17:00:04.553680
P0620,teacher,update_profile,2025-03-01 19:10:37.380811
P0774,teacher,view_report,2025-04-05 14:46:48.402831
S0585,parent,update_profile,2025-02-20 09:18:27.310190
P0614,parent,chat_mentor,2025-01-29 16:03:26.377993
S0523,teacher,update_profile,2025-03-08 13:01:16.795652
S0877,parent,view_report,2025-03-17 14:59:08.826204
S0863,student,view_dashboard,2025-04-04 17:17:40.986017
S0950,teacher,login,2025-05-03 06:30:39.294883
P0830,student,update_profile,2025-01-28 20:18:56.040424
P0047,teacher,attempt_quiz,2025-04-30 16:05:20.435945
S0935,teacher,login,2025-05-17 09:42:18.158683
P0017,parent,view_dashboard,2025-01-08 04:35:54.442251
S0898,parent,update_profile,2025-03-24 19:13:04.943676
P0970,student,update_profile,2025-02-11 09:39:24.257312
S0225,parent,login,2025-05-17 06:53:57.616494
T005,teacher,update_profile,2025-03-20 06:00:54.948259
P0704,parent,view_dashboard,2025-05-15 01:36:16.331877
S0176,teacher,attempt_quiz,2025-05-03 19:40:22.060586
S0090,student,chat_mentor,2025-01-10 21:31:04.305534
P0140,parent,view_report,2025-01-17 10:38:25.026507
P0535,parent,view_dashboard,2025-04-17 11:21:06.892003
S0805,parent,view_report,2025-03-20 01:40:24.258183
P0251,student,view_dashboard,2025-02-28 23:35:39.021146
P0579,teacher,view_dashboard,2025-03-03 07:23:46.001026
S0571,parent,attempt_quiz,2025-05-22 11:21:52.267735
P0015,teacher,attempt_quiz,2025-05-23 15:28:07.991122
S0920,student,update_profile,2025-05-24 13:21:16.685551
S0324,student,view_dashboard,2025-05-05 12:25:56.823805
P0146,parent,chat_mentor,2025-02-07 02:37:14.989060
S0653,teacher,chat_mentor,2025-03-30 15:38:43.099556
S0384,student,view_report,2025-04-18 05:12:03.783676
P0723,student,view_dashboard,2025-01-26 06:34:13.223243
S0136,student,view_dashboard,2025-05-21 10:21:51.828314
P0493,parent,chat_mentor,2025-05-12 05:02:38.419136
P0376,parent,view_dashboard,2025-01-06 19:36:29.123174
P0745,student,attempt_quiz,2025-02-04 16:33:33.048593
P0819,teacher,login,2025-03-06 02:44:07.928973
P0770,student,view_dashboard,2025-01-02 04:43:25.743720
S0005,student,login,2025-01-18 21:00:21.264158
S0038,parent,update_profile,2025-02-17 06:31:06.681597
S0772,student,attempt_quiz,2025-04-27 10:31:37.410174
P0494,parent,chat_mentor,2025-04-25 03:18:48.677057
S0929,student,update_profile,2025-02-18 17:36:19.545608
S0228,parent,login,2025-03-26 12:47:01.171259
S0007,parent,update_profile,2025-01-14 22:25:11.358423
P0141,parent,login,2025-03-30 10:59:08.235406
S0249,teacher,login,2025-03-02 02:01:15.784081
S0832,student,login,2025-05-21 13:57:23.684668
P0158,student,chat_mentor,2025-02-13 10:30:50.271941
P0133,parent,view_report,2025-05-19 11:40:05.947177
S0312,student,view_dashboard,2025-03-15 12:49:24.739326
P0374,teacher,view_dashboard,2025-02-11 09:42:02.266227
P0883,teacher,view_report,2025-03-17 15:42:29.061163
P0674,parent,view_report,2025-03-31 21:19:27.405323
P0060,parent,view_report,2025-05-25 20:32:15.522563
S0942,parent,view_report,2025-01-11 15:10:42.164159
P0236,student,chat_mentor,2025-05-11 18:53:50.633066
S0019,parent,view_report,2025-05-20 18:34:14.703842
S0690,teacher,update_profile,2025-03-17 15:32:05.245997
P0996,student,update_profile,2025-01-13 15:52:39.959117
S0871,teacher,attempt_quiz,2025-05-08 18:19:33.073747
S0796,student,login,2025-05-11 08:22:17.778898
S0104,student,update_profile,2025-04-10 15:57:16.909198
P0642,parent,update_profile,2025-02-02 22:12:38.196774
S0568,parent,view_dashboard,2025-04-09 09:42:42.937991
S0511,teacher,login,2025-03-26 03:42:01.015086
P0794,student,view_report,2025-04-07 02:18:36.059533
P0681,student,chat_mentor,2025-01-11 16:06:14.659957
S0169,student,update_profile,2025-04-01 22:02:39.968503
P0778,student,attempt_quiz,2025-03-14 10:35:28.628135
S0190,parent,update_profile,2025-02-20 11:54:05.844832
P0108,parent,attempt_quiz,2025-03-30 22:19:41.538415
P0392,teacher,attempt_quiz,2025-03-14 15:28:29.495142
T027,student,update_profile,2025-02-06 23:30:47.153195
P0942,teacher,view_dashboard,2025-05-13 16:01:37.937381
P0963,student,view_dashboard,2025-04-04 16:47:32.829397
P0273,teacher,view_report,2025-03-05 11:15:36.022568
S0025,student,attempt_quiz,2025-01-07 15:28:32.078428
S0417,teacher,view_dashboard,2025-05-01 02:43:53.005301
S0569,teacher,chat_mentor,2025-02-14 06:57:49.403107
S0062,teacher,attempt_quiz,2025-01-10 03:17:19.366906
S0769,parent,update_profile,2025-01-23 06:46:05.563151
P0194,teacher,attempt_quiz,2025-04-17 09:31:47.636341
P0162,parent,attempt_quiz,2025-04-10 23:27:33.430116
P0738,teacher,chat_mentor,2025-02-03 22:57:43.093239
S0905,student,view_report,2025-03-18 04:04:28.298415
S0110,student,login,2025-03-29 22:49:03.626332
P0098,student,attempt_quiz,2025-01-03 18:43:29.272044
P0775,parent,view_report,2025-01-12 15:42:02.476725
S0033,student,view_report,2025-05-13 11:19:24.288948
P0547,parent,login,2025-05-01 15:52:25.132382
P0381,parent,view_dashboard,2025-05-11 16:02:53.930177
P0856,student,view_report,2025-01-01 21:53:27.451736
S0456,parent,chat_mentor,2025-01-28 00:46:13.370765
P0192,teacher,login,2025-01-08 09:47:09.103221
S0306,teacher,view_dashboard,2025-02-15 08:24:18.295348
S0069,parent,attempt_quiz,2025-02-28 09:03:25.998533
T026,student,chat_mentor,2025-01-04 12:09:39.865294
S0537,parent,attempt_quiz,2025-03-13 11:35:18.786119
P0824,student,chat_mentor,2025-04-06 10:40:02.593663
S0466,teacher,view_report,2025-04-19 18:41:42.008696
P0959,student,chat_mentor,2025-02-06 19:06:20.483994
S0639,student,view_dashboard,2025-01-27 10:06:52.230228
S0706,teacher,login,2025-03-09 23:57:20.958237
S0018,teacher,login,2025-01-16 00:16:58.120341
S0327,parent,login,2025-03-07 11:14:39.623131
P0551,parent,view_dashboard,2025-04-23 09:47:00.752219
P0100,parent,attempt_quiz,2025-03-12 05:17:53.140587
S0220,parent,login,2025-01-28 18:05:48.720388
P0377,teacher,login,2025-04-07 06:10:14.380541
P0257,student,view_report,2025-04-08 19:25:51.069674
P0966,teacher,attempt_quiz,2025-05-17 17:34:31.408648
P0127,student,attempt_quiz,2025-04-12 06:03:58.869006
P0334,teacher,login,2025-04-09 05:01:30.314932
P0780,student,login,2025-01-28 03:12:36.650816
S0952,parent,view_dashboard,2025-02-19 20:42:22.196041
S0449,student,attempt_quiz,2025-03-03 07:43:24.696751
S0874,teacher,login,2025-04-16 09:59:17.596812
S0111,student,view_dashboard,2025-03-31 14:07:56.479833
P0121,student,update_profile,2025-02-20 15:38:26.593508
S0294,teacher,login,2025-04-16 19:30:32.682042
S0061,student,view_report,2025-04-03 19:33:13.630228
P0771,parent,view_dashboard,2025-05-05 07:27:58.358171
S0411,student,update_profile,2025-03-17 04:31:28.422527
P0476,parent,chat_mentor,2025-04-05 12:09:25.358837
S0141,teacher,login,2025-01-24 15:18:58.929044
S0257,student,view_report,2025-04-13 06:33:39.304717
P0823,teacher,update_profile,2025-04-08 18:10:21.927640
P0435,teacher,login,2025-04-30 10:00:19.247895
T020,parent,chat_mentor,2025-04-21 16:43:22.986428
S0892,teacher,view_dashboard,2025-04-08 16:19:04.391705
P0928,parent,attempt_quiz,2025-02-03 11:21:50.930093
S0640,teacher,view_report,2025-05-01 18:29:32.638366
S0095,teacher,view_report,2025-02-01 05:10:35.627474
S0364,student,chat_mentor,2025-01-11 01:50:02.769539
S0859,student,view_report,2025-05-22 14:43:59.274779
S0615,teacher,login,2025-04-04 16:21:08.104587
S0220,parent,login,2025-04-13 15:21:17.648651
S0682,student,login,2025-05-16 19:07:31.523983
S0750,teacher,view_report,2025-01-01 10:23:23.394535
P0493,parent,view_dashboard,2025-03-22 04:50:46.051868
P0945,parent,attempt_quiz,2025-05-08 15:49:27.340806
T008,student,attempt_quiz,2025-04-12 03:05:49.593083
S0482,teacher,update_profile,2025-01-31 03:53:39.034255
P0939,teacher,login,2025-04-04 04:33:01.355152
T006,teacher,update_profile,2025-05-15 16:17:36.479454
S0347,student,attempt_quiz,2025-05-10 11:20:13.425970
P0521,student,view_report,2025-05-10 11:13:02.779286
P0362,student,chat_mentor,2025-03-16 14:43:51.072120
P0339,student,chat_mentor,2025-05-22 13:03:22.836097
S0928,student,update_profile,2025-02-09 17:58:09.221825
S0803,teacher,view_report,2025-01-28 02:47:06.595182
P0628,teacher,attempt_quiz,2025-04-08 10:48:33.749042
P0879,parent,chat_mentor,2025-04-29 14:03:39.051646
P0922,student,view_dashboard,2025-03-10 20:15:36.137120
S0566,student,update_profile,2025-01-01 03:53:03.592432
P0771,teacher,chat_mentor,2025-05-16 23:34:18.831056
P0716,parent,chat_mentor,2025-02-03 00:12:57.564294
P0016,teacher,update_profile,2025-04-09 03:16:05.484158
S0601,teacher,chat_mentor,2025-01-29 20:23:15.652224
P0670,student,view_report,2025-02-02 13:55:43.648662
S0327,parent,login,2025-03-27 17:46:04.415622
P0279,student,attempt_quiz,2025-04-12 14:52:52.043548
S0031,student,chat_mentor,2025-01-02 09:08:16.015635
P0967,student,update_profile,2025-04-25 05:27:50.379364
S0622,parent,update_profile,2025-05-10 05:50:43.877900
S0990,teacher,view_dashboard,2025-04-04 05:41:25.763353
S0258,student,attempt_quiz,2025-01-23 02:23:12.979567
P0740,teacher,view_dashboard,2025-03-16 06:54:29.556607
S0630,student,attempt_quiz,2025-01-06 13:54:56.888247
P0457,teacher,view_report,2025-02-18 03:07:26.550458
P0514,teacher,update_profile,2025-02-14 23:15:13.722936
S0313,student,view_dashboard,2025-03-17 06:18:29.626340
S0178,teacher,view_report,2025-02-18 17:22:14.582705
S0887,teacher,update_profile,2025-05-24 20:25:45.033827
P0482,teacher,view_dashboard,2025-05-11 16:23:44.687418
S0731,teacher,update_profile,2025-04-04 17:31:53.036928
P0580,student,login,2025-01-27 01:04:08.763787
P0957,teacher,view_report,2025-04-29 08:52:29.521490
P0386,teacher,attempt_quiz,2025-03-15 02:36:33.208838
P0287,student,login,2025-02-02 22:24:34.391129
S0208,parent,view_report,2025-01-20 11:09:24.429584
P0225,teacher,view_dashboard,2025-05-01 00:58:16.899749
P0090,parent,login,2025-04-10 05:07:54.546586
P0058,student,chat_mentor,2025-03-08 01:45:55.022166
S0511,student,view_report,2025-01-10 19:43:18.815084
S0879,student,attempt_quiz,2025-03-04 01:49:27.552687
S0462,teacher,view_report,2025-03-28 10:59:06.790638
P0172,teacher,update_profile,2025-05-13 23:21:49.979091
P0761,parent,view_dashboard,2025-05-13 18:36:22.488569
P0453,student,update_profile,2025-03-17 18:10:51.795307
P0029,teacher,update_profile,2025-02-24 19:06:21.740888
P0612,teacher,update_profile,2025-01-21 03:02:50.358453
S0048,teacher,chat_mentor,2025-02-14 01:15:06.654166
S0532,student,attempt_quiz,2025-05-23 04:09:52.414522
P0705,student,login,2025-03-14 21:20:51.023902
S0090,student,login,2025-04-18 08:48:11.100027
S0330,teacher,attempt_quiz,2025-02-18 10:01:55.141248
S0402,parent,view_report,2025-01-30 19:34:17.404676
S0572,student,view_report,2025-04-24 18:18:10.106686
S0382,student,login,2025-01-08 06:00:48.733122
S0243,parent,chat_mentor,2025-02-02 19:40:42.246351
S0105,teacher,update_profile,2025-03-21 08:25:29.550081
P0494,parent,chat_mentor,2025-02-09 22:12:08.862884
S0009,student,chat_mentor,2025-04-24 23:35:49.654225
S0292,student,view_report,2025-04-23 10:17:06.866523
P0466,parent,update_profile,2025-01-08 11:46:47.069110
S0789,student,login,2025-03-14 08:38:38.696237
S0415,student,login,2025-02-27 01:19:00.721319
P0402,student,login,2025-03-27 02:48:28.885739
P0188,teacher,update_profile,2025-04-17 15:46:34.217054
P0666,parent,update_profile,2025-01-01 11:06:05.506513
P0208,student,login,2025-05-11 06:35:45.295741
S0184,teacher,login,2025-04-09 10:19:35.893270
P0892,student,view_dashboard,2025-01-04 16:00:13.396229
S0610,teacher,login,2025-05-09 15:21:44.163016
S0493,student,view_report,2025-04-10 23:08:37.901721
T017,parent,login,2025-04-19 19:09:20.005711
P0178,teacher,view_report,2025-03-19 09:41:04.851230
P0107,teacher,login,2025-01-10 23:48:24.492635
P0569,parent,login,2025-03-05 17:43:42.522715
P0782,parent,chat_mentor,2025-02-26 20:23:56.290351
P0781,student,attempt_quiz,2025-04-08 17:10:45.111303
P0371,parent,update_profile,2025-05-02 14:45:21.429578
P0973,student,view_report,2025-02-12 20:10:19.698244
P0010,teacher,login,2025-05-02 01:33:37.114572
P0162,parent,attempt_quiz,2025-03-08 13:57:39.348792
P0702,parent,chat_mentor,2025-02-16 21:15:43.434885
P0653,parent,attempt_quiz,2025-04-06 05:01:26.429291
P0747,teacher,login,2025-02-20 03:38:46.368912
P0258,student,login,2025-05-12 15:23:47.037063
S0422,teacher,attempt_quiz,2025-01-17 20:52:48.899838
S0458,teacher,update_profile,2025-03-21 12:50:21.961968
S0340,parent,login,2025-02-21 02:00:24.495445
S0047,teacher,view_dashboard,2025-05-06 13:47:15.261858
P0114,parent,view_report,2025-01-17 18:07:01.974321
P0747,teacher,update_profile,2025-02-25 05:08:45.972270
P0496,student,chat_mentor,2025-05-26 07:18:31.631441
S0282,teacher,update_profile,2025-04-16 02:48:59.007981
P0528,student,view_report,2025-01-11 17:32:30.409396
S0465,teacher,login,2025-01-25 05:06:22.628563
P0907,teacher,login,2025-01-30 11:06:54.177645
S0874,student,update_profile,2025-02-14 12:54:59.046060
P0384,parent,login,2025-02-27 06:19:06.159375
P0566,parent,chat_mentor,2025-04-26 15:26:21.051275
P0969,student,view_dashboard,2025-05-06 08:46:14.967824
P0801,student,view_report,2025-03-20 01:57:34.346359
P0191,parent,view_report,2025-01-06 11:26:19.872422
P0994,teacher,attempt_quiz,2025-02-07 02:40:31.105385
S0986,teacher,login,2025-04-08 18:07:03.586009
P0067,student,chat_mentor,2025-05-01 07:33:17.614635
S0694,student,login,2025-02-04 20:47:28.441025
S0917,teacher,update_profile,2025-04-22 17:14:53.974135
P0739,student,login,2025-04-15 12:50:05.499006
S0373,teacher,update_profile,2025-04-10 18:34:58.824091
S0031,parent,view_report,2025-03-13 19:25:03.505908
P0438,parent,attempt_quiz,2025-04-12 04:14:18.810709
P0577,teacher,chat_mentor,2025-03-15 23:23:35.410764
P0746,parent,login,2025-02-13 16:28:19.667307
S0031,student,view_report,2025-02-20 22:24:02.744847
S0527,parent,attempt_quiz,2025-03-21 03:51:27.883475
S0398,student,view_dashboard,2025-02-02 03:32:36.093846
P0765,teacher,view_dashboard,2025-03-23 02:40:31.372015
S0333,student,chat_mentor,2025-02-03 04:05:08.018009
P0169,student,chat_mentor,2025-05-06 10:32:50.326985
P0204,parent,chat_mentor,2025-05-21 14:56:23.534736
P0100,teacher,chat_mentor,2025-02-08 18:44:14.845812
S0532,teacher,view_report,2025-02-25 15:01:36.601643
S0967,student,chat_mentor,2025-02-17 15:13:33.866973
P0611,teacher,view_report,2025-04-01 04:24:04.478635
P0369,teacher,login,2025-03-19 01:19:04.245678
S0895,parent,view_report,2025-02-18 06:59:23.116855
S0243,student,update_profile,2025-01-25 21:37:05.428893
P0711,teacher,view_report,2025-04-20 08:17:54.713827
P0504,student,login,2025-02-07 01:36:40.893719
S0660,student,view_report,2025-01-17 02:43:08.003797
S0237,teacher,attempt_quiz,2025-03-05 14:29:00.610208
P0657,student,chat_mentor,2025-03-27 21:51:50.991174
S0149,student,chat_mentor,2025-02-02 20:28:18.130301
P0871,student,view_dashboard,2025-01-04 13:49:09.429628
S0405,teacher,login,2025-01-05 06:39:26.724604
P0976,parent,update_profile,2025-04-18 09:03:37.181425
P0541,teacher,view_dashboard,2025-01-19 02:05:30.357841
S0578,student,view_report,2025-04-21 13:15:47.886336
P0503,parent,login,2025-01-06 08:32:34.316439
P0240,parent,view_dashboard,2025-02-14 09:50:58.821486
P0154,student,attempt_quiz,2025-05-25 20:27:51.716159
P0080,teacher,update_profile,2025-04-20 01:59:09.723412
S0136,student,login,2025-01-04 16:36:04.684728
S0021,teacher,login,2025-02-24 07:46:45.670674
P0483,teacher,update_profile,2025-02-24 03:58:24.481363
P0628,student,login,2025-04-01 19:08:25.166340
S0648,student,login,2025-03-27 08:16:31.568500
S0302,student,attempt_quiz,2025-05-14 06:08:04.979140
P0837,student,chat_mentor,2025-05-11 20:57:56.802866
S0976,parent,attempt_quiz,2025-05-17 10:33:24.306839
P0534,parent,update_profile,2025-05-08 15:54:19.159993
P0996,teacher,view_report,2025-02-25 12:47:21.216624
S0596,teacher,view_report,2025-03-15 13:39:41.553360
P0597,student,view_dashboard,2025-04-26 11:10:45.806142
P0338,parent,attempt_quiz,2025-05-15 04:53:58.378785
S0477,teacher,update_profile,2025-04-18 10:59:18.573998
S0186,student,login,2025-04-01 00:21:56.369002
S0668,student,login,2025-03-14 06:42:58.973279
P0774,teacher,chat_mentor,2025-02-08 13:25:12.422247
S0862,teacher,view_dashboard,2025-05-03 18:28:07.510522
T005,parent,update_profile,2025-04-18 00:58:04.183729
P0583,teacher,login,2025-04-08 12:45:51.381771
S0656,teacher,view_dashboard,2025-03-24 01:56:04.743373
P0101,teacher,attempt_quiz,2025-05-17 10:20:02.396627
P0495,student,view_dashboard,2025-05-20 07:09:21.350864
P0089,student,chat_mentor,2025-01-19 20:23:13.416836
P0829,teacher,attempt_quiz,2025-02-22 13:24:10.615797
P0624,student,view_dashboard,2025-01-05 20:02:12.628842
S0480,parent,attempt_quiz,2025-03-08 22:02:07.534665
P0537,parent,chat_mentor,2025-03-01 04:47:20.567723
P0008,student,attempt_quiz,2025-02-14 03:38:17.251611
S0742,teacher,view_dashboard,2025-02-25 17:30:19.649115
S0771,parent,login,2025-03-08 20:27:38.747041
P0532,parent,update_profile,2025-04-09 04:16:55.277063
S0946,student,view_dashboard,2025-03-02 13:36:30.146340
P0474,teacher,login,2025-05-16 00:22:31.611779
S0315,teacher,attempt_quiz,2025-05-11 08:53:10.072541
S0892,parent,attempt_quiz,2025-03-28 19:18:36.880577
P0551,teacher,chat_mentor,2025-05-12 16:25:58.444889
P0554,teacher,chat_mentor,2025-02-02 06:53:43.333316
S0290,student,attempt_quiz,2025-05-01 23:02:41.718116
S0133,teacher,login,2025-05-09 09:30:30.006035
S0056,teacher,view_dashboard,2025-01-10 17:28:12.095636
S0126,parent,chat_mentor,2025-01-19 16:34:18.842515
S0251,teacher,chat_mentor,2025-01-21 09:26:46.973152
P0620,teacher,view_report,2025-01-13 19:04:46.918725
S0985,parent,view_report,2025-01-22 14:45:22.900641
P0512,student,chat_mentor,2025-04-29 02:24:09.142176
P0332,parent,login,2025-01-18 21:33:38.541177
S0444,student,chat_mentor,2025-04-07 11:27:31.634522
S0652,teacher,view_dashboard,2025-04-22 02:55:44.807588
P0056,student,view_dashboard,2025-02-07 23:45:20.349842
P0790,teacher,attempt_quiz,2025-01-09 11:27:27.655280
P0653,student,attempt_quiz,2025-02-27 11:56:14.812817
P0001,teacher,view_report,2025-04-18 18:26:29.722701
S0941,parent,view_dashboard,2025-01-30 13:26:28.300514
S0786,student,view_dashboard,2025-02-05 20:10:57.530819
P0123,student,attempt_quiz,2025-04-04 05:56:53.212567
S0532,teacher,view_report,2025-03-18 21:51:01.344696
P0052,teacher,view_dashboard,2025-04-24 03:03:18.986287
P0800,teacher,view_dashboard,2025-05-06 19:59:40.177495
P0107,parent,attempt_quiz,2025-04-14 18:39:05.460116
S0094,teacher,chat_mentor,2025-04-24 17:47:17.771701
S0878,teacher,view_dashboard,2025-03-23 22:01:47.214751
S0022,teacher,view_report,2025-03-25 13:28:57.207155
P0798,teacher,view_report,2025-03-07 19:44:29.565676
S0424,student,chat_mentor,2025-05-11 14:32:11.179642
P0907,student,view_report,2025-04-19 22:51:16.965819
S0423,teacher,view_dashboard,2025-05-03 01:02:19.466007
P0459,parent,chat_mentor,2025-02-07 13:40:44.870038
S0975,teacher,view_report,2025-04-10 12:13:10.293670
S0284,teacher,update_profile,2025-04-13 01:57:23.166544
S0257,student,update_profile,2025-01-19 21:43:57.963319
S0884,parent,update_profile,2025-05-14 04:55:40.166309
P0682,teacher,update_profile,2025-05-16 03:04:57.016295
S0107,teacher,view_report,2025-05-13 21:43:55.887244
P0392,student,attempt_quiz,2025-03-02 21:40:35.512233
P0029,parent,chat_mentor,2025-03-08 03:41:01.489054
P0182,parent,view_dashboard,2025-01-21 08:24:44.188020
S0362,student,view_report,2025-05-22 05:47:11.364817
S0686,teacher,view_dashboard,2025-05-05 15:57:44.634262
S0532,student,attempt_quiz,2025-04-21 04:26:17.949905
P0585,student,view_report,2025-04-17 02:58:58.194202
P0045,parent,view_dashboard,2025-03-07 21:55:52.481126
S0972,student,update_profile,2025-05-20 04:59:47.308444
S0857,parent,login,2025-02-18 19:06:58.716000
P0930,teacher,update_profile,2025-02-27 15:05:20.306456
P0719,teacher,chat_mentor,2025-03-26 02:44:37.120465
P0919,teacher,login,2025-01-03 03:46:04.821686
S0644,student,view_report,2025-01-08 03:06:45.249737
P0314,parent,attempt_quiz,2025-01-08 01:58:22.112027
S0843,teacher,login,2025-04-18 09:11:37.697285
